League;Date;Get;Pay;Value;Confidence
Harvest;2020-07-22;Chromatic Orb;Chaos Orb;0.10769;High
Harvest;2020-07-23;Chromatic Orb;Chaos Orb;0.11518;High
Harvest;2020-07-24;Chromatic Orb;Chaos Orb;0.12318;High
Harvest;2020-07-25;Chromatic Orb;Chaos Orb;0.092;High
Harvest;2020-07-26;Chromatic Orb;Chaos Orb;0.06787;High
Harvest;2020-07-27;Chromatic Orb;Chaos Orb;0.06667;High
Harvest;2020-07-28;Chromatic Orb;Chaos Orb;0.07303;High
Harvest;2020-07-29;Chromatic Orb;Chaos Orb;0.1;High
Harvest;2020-07-30;Chromatic Orb;Chaos Orb;0.11111;High
Harvest;2020-07-31;Chromatic Orb;Chaos Orb;0.1091;High
Harvest;2020-08-01;Chromatic Orb;Chaos Orb;0.075;High
Harvest;2020-08-02;Chromatic Orb;Chaos Orb;0.05556;High
Harvest;2020-08-03;Chromatic Orb;Chaos Orb;0.0625;High
Harvest;2020-08-04;Chromatic Orb;Chaos Orb;0.08224;High
Harvest;2020-08-05;Chromatic Orb;Chaos Orb;0.09991;High
Harvest;2020-08-06;Chromatic Orb;Chaos Orb;0.1;High
Harvest;2020-08-07;Chromatic Orb;Chaos Orb;0.09551;High
Harvest;2020-08-08;Chromatic Orb;Chaos Orb;0.0731;High
Harvest;2020-08-09;Chromatic Orb;Chaos Orb;0.05556;High
Harvest;2020-08-10;Chromatic Orb;Chaos Orb;0.07571;High
Harvest;2020-08-11;Chromatic Orb;Chaos Orb;0.09998;High
Harvest;2020-08-12;Chromatic Orb;Chaos Orb;0.09554;High
Harvest;2020-08-13;Chromatic Orb;Chaos Orb;0.12092;High
Harvest;2020-08-14;Chromatic Orb;Chaos Orb;0.12498;High
Harvest;2020-08-15;Chromatic Orb;Chaos Orb;0.10189;High
Harvest;2020-08-16;Chromatic Orb;Chaos Orb;0.11111;High
Harvest;2020-08-17;Chromatic Orb;Chaos Orb;0.12479;High
Harvest;2020-08-18;Chromatic Orb;Chaos Orb;0.14286;High
Harvest;2020-08-19;Chromatic Orb;Chaos Orb;0.14286;High
Harvest;2020-08-20;Chromatic Orb;Chaos Orb;0.14286;High
Harvest;2020-08-21;Chromatic Orb;Chaos Orb;0.15385;High
Harvest;2020-08-22;Chromatic Orb;Chaos Orb;0.15385;High
Harvest;2020-08-23;Chromatic Orb;Chaos Orb;0.13986;High
Harvest;2020-08-24;Chromatic Orb;Chaos Orb;0.13223;High
Harvest;2020-08-25;Chromatic Orb;Chaos Orb;0.13815;High
Harvest;2020-08-26;Chromatic Orb;Chaos Orb;0.125;High
Harvest;2020-08-27;Chromatic Orb;Chaos Orb;0.12945;High
Harvest;2020-08-28;Chromatic Orb;Chaos Orb;0.1107;High
Harvest;2020-08-29;Chromatic Orb;Chaos Orb;0.1;High
Harvest;2020-08-30;Chromatic Orb;Chaos Orb;0.11111;High
Harvest;2020-08-31;Chromatic Orb;Chaos Orb;0.12333;High
Harvest;2020-09-01;Chromatic Orb;Chaos Orb;0.12343;High
Harvest;2020-09-02;Chromatic Orb;Chaos Orb;0.13981;High
Harvest;2020-09-03;Chromatic Orb;Chaos Orb;0.14194;High
Harvest;2020-09-04;Chromatic Orb;Chaos Orb;0.1483;High
Harvest;2020-09-05;Chromatic Orb;Chaos Orb;0.16667;High
Harvest;2020-09-06;Chromatic Orb;Chaos Orb;0.16667;High
Harvest;2020-09-07;Chromatic Orb;Chaos Orb;0.2046;High
Harvest;2020-09-08;Chromatic Orb;Chaos Orb;0.21932;High
Harvest;2020-09-09;Chromatic Orb;Chaos Orb;0.22323;High
Harvest;2020-09-10;Chromatic Orb;Chaos Orb;0.21888;High
Harvest;2020-09-11;Chromatic Orb;Chaos Orb;0.22122;High
Harvest;2020-09-12;Chromatic Orb;Chaos Orb;0.22682;High
Harvest;2020-09-13;Chromatic Orb;Chaos Orb;0.24051;High
Harvest;2020-09-14;Chromatic Orb;Chaos Orb;0.2439;High
Harvest;2020-06-19;Orb of Fusing;Chaos Orb;0.5;High
Harvest;2020-06-20;Orb of Fusing;Chaos Orb;0.14964;High
Harvest;2020-06-21;Orb of Fusing;Chaos Orb;0.2;High
Harvest;2020-06-22;Orb of Fusing;Chaos Orb;0.2381;High
Harvest;2020-06-23;Orb of Fusing;Chaos Orb;0.26829;High
Harvest;2020-06-24;Orb of Fusing;Chaos Orb;0.30946;High
Harvest;2020-06-25;Orb of Fusing;Chaos Orb;0.31854;High
Harvest;2020-06-26;Orb of Fusing;Chaos Orb;0.32609;High
Harvest;2020-06-27;Orb of Fusing;Chaos Orb;0.33333;High
Harvest;2020-06-28;Orb of Fusing;Chaos Orb;0.36243;High
Harvest;2020-06-29;Orb of Fusing;Chaos Orb;0.38919;High
Harvest;2020-06-30;Orb of Fusing;Chaos Orb;0.37473;High
Harvest;2020-07-01;Orb of Fusing;Chaos Orb;0.375;High
Harvest;2020-07-02;Orb of Fusing;Chaos Orb;0.37471;High
Harvest;2020-07-03;Orb of Fusing;Chaos Orb;0.4084;High
Harvest;2020-07-04;Orb of Fusing;Chaos Orb;0.42594;High
Harvest;2020-07-05;Orb of Fusing;Chaos Orb;0.39978;High
Harvest;2020-07-06;Orb of Fusing;Chaos Orb;0.38689;High
Harvest;2020-07-07;Orb of Fusing;Chaos Orb;0.41022;High
Harvest;2020-07-08;Orb of Fusing;Chaos Orb;0.38887;High
Harvest;2020-07-09;Orb of Fusing;Chaos Orb;0.37067;High
Harvest;2020-07-10;Orb of Fusing;Chaos Orb;0.35643;High
Harvest;2020-07-11;Orb of Fusing;Chaos Orb;0.33333;High
Harvest;2020-07-12;Orb of Fusing;Chaos Orb;0.28667;High
Harvest;2020-07-13;Orb of Fusing;Chaos Orb;0.23874;High
Harvest;2020-07-14;Orb of Fusing;Chaos Orb;0.22633;High
Harvest;2020-07-15;Orb of Fusing;Chaos Orb;0.24707;High
Harvest;2020-07-16;Orb of Fusing;Chaos Orb;0.26206;High
Harvest;2020-07-17;Orb of Fusing;Chaos Orb;0.33333;High
Harvest;2020-07-18;Orb of Fusing;Chaos Orb;0.33333;High
Harvest;2020-07-19;Orb of Fusing;Chaos Orb;0.32258;High
Harvest;2020-07-20;Orb of Fusing;Chaos Orb;0.29412;High
Harvest;2020-07-21;Orb of Fusing;Chaos Orb;0.27812;High
Harvest;2020-07-22;Orb of Fusing;Chaos Orb;0.26316;High
Harvest;2020-07-23;Orb of Fusing;Chaos Orb;0.23804;High
Harvest;2020-07-24;Orb of Fusing;Chaos Orb;0.22174;High
Harvest;2020-07-25;Orb of Fusing;Chaos Orb;0.16628;High
Harvest;2020-07-26;Orb of Fusing;Chaos Orb;0.16006;High
Harvest;2020-07-27;Orb of Fusing;Chaos Orb;0.14399;High
Harvest;2020-07-28;Orb of Fusing;Chaos Orb;0.16667;High
Harvest;2020-07-29;Orb of Fusing;Chaos Orb;0.18333;High
Harvest;2020-07-30;Orb of Fusing;Chaos Orb;0.18973;High
Harvest;2020-07-31;Orb of Fusing;Chaos Orb;0.17291;High
Harvest;2020-08-01;Orb of Fusing;Chaos Orb;0.13281;High
Harvest;2020-08-02;Orb of Fusing;Chaos Orb;0.12336;High
Harvest;2020-08-03;Orb of Fusing;Chaos Orb;0.12658;High
Harvest;2020-08-04;Orb of Fusing;Chaos Orb;0.14286;High
Harvest;2020-08-05;Orb of Fusing;Chaos Orb;0.15759;High
Harvest;2020-08-06;Orb of Fusing;Chaos Orb;0.16056;High
Harvest;2020-08-07;Orb of Fusing;Chaos Orb;0.16431;High
Harvest;2020-08-08;Orb of Fusing;Chaos Orb;0.1409;High
Harvest;2020-08-09;Orb of Fusing;Chaos Orb;0.11622;High
Harvest;2020-08-10;Orb of Fusing;Chaos Orb;0.14286;High
Harvest;2020-08-11;Orb of Fusing;Chaos Orb;0.16397;High
Harvest;2020-08-12;Orb of Fusing;Chaos Orb;0.16667;High
Harvest;2020-08-13;Orb of Fusing;Chaos Orb;0.18182;High
Harvest;2020-08-14;Orb of Fusing;Chaos Orb;0.18555;High
Harvest;2020-08-15;Orb of Fusing;Chaos Orb;0.17531;High
Harvest;2020-08-16;Orb of Fusing;Chaos Orb;0.17504;High
Harvest;2020-08-17;Orb of Fusing;Chaos Orb;0.17333;High
Harvest;2020-08-18;Orb of Fusing;Chaos Orb;0.18903;High
Harvest;2020-08-19;Orb of Fusing;Chaos Orb;0.2;High
Harvest;2020-08-20;Orb of Fusing;Chaos Orb;0.2;High
Harvest;2020-08-21;Orb of Fusing;Chaos Orb;0.22222;High
Harvest;2020-08-22;Orb of Fusing;Chaos Orb;0.21277;High
Harvest;2020-08-23;Orb of Fusing;Chaos Orb;0.2;High
Harvest;2020-08-24;Orb of Fusing;Chaos Orb;0.2;High
Harvest;2020-08-25;Orb of Fusing;Chaos Orb;0.2;High
Harvest;2020-08-26;Orb of Fusing;Chaos Orb;0.19265;High
Harvest;2020-08-27;Orb of Fusing;Chaos Orb;0.21124;High
Harvest;2020-08-28;Orb of Fusing;Chaos Orb;0.2;High
Harvest;2020-08-29;Orb of Fusing;Chaos Orb;0.20069;High
Harvest;2020-08-30;Orb of Fusing;Chaos Orb;0.20828;High
Harvest;2020-08-31;Orb of Fusing;Chaos Orb;0.20833;High
Harvest;2020-09-01;Orb of Fusing;Chaos Orb;0.21351;High
Harvest;2020-09-02;Orb of Fusing;Chaos Orb;0.22222;High
Harvest;2020-09-03;Orb of Fusing;Chaos Orb;0.22834;High
Harvest;2020-09-04;Orb of Fusing;Chaos Orb;0.23325;High
Harvest;2020-09-05;Orb of Fusing;Chaos Orb;0.2439;High
Harvest;2020-09-06;Orb of Fusing;Chaos Orb;0.25;High
Harvest;2020-09-07;Orb of Fusing;Chaos Orb;0.27005;High
Harvest;2020-09-08;Orb of Fusing;Chaos Orb;0.28842;High
Harvest;2020-09-09;Orb of Fusing;Chaos Orb;0.28571;High
Harvest;2020-09-10;Orb of Fusing;Chaos Orb;0.31798;High
Harvest;2020-09-11;Orb of Fusing;Chaos Orb;0.28767;High
Harvest;2020-09-12;Orb of Fusing;Chaos Orb;0.32258;High
Harvest;2020-09-13;Orb of Fusing;Chaos Orb;0.33152;High
Harvest;2020-09-14;Orb of Fusing;Chaos Orb;0.33152;High
Harvest;2020-06-19;Armourer's Scrap;Chaos Orb;0.22433;High
Harvest;2020-06-20;Armourer's Scrap;Chaos Orb;0.0429;High
Harvest;2020-06-21;Armourer's Scrap;Chaos Orb;0.03448;High
Harvest;2020-06-22;Armourer's Scrap;Chaos Orb;0.03333;High
Harvest;2020-06-23;Armourer's Scrap;Chaos Orb;0.04826;High
Harvest;2020-06-24;Armourer's Scrap;Chaos Orb;0.05807;High
Harvest;2020-06-25;Armourer's Scrap;Chaos Orb;0.05786;High
Harvest;2020-06-26;Armourer's Scrap;Chaos Orb;0.0625;High
Harvest;2020-06-27;Armourer's Scrap;Chaos Orb;0.06667;High
Harvest;2020-06-28;Armourer's Scrap;Chaos Orb;0.06664;High
Harvest;2020-06-29;Armourer's Scrap;Chaos Orb;0.05983;High
Harvest;2020-06-30;Armourer's Scrap;Chaos Orb;0.06224;High
Harvest;2020-07-01;Armourer's Scrap;Chaos Orb;0.06452;High
Harvest;2020-07-02;Armourer's Scrap;Chaos Orb;0.05725;High
Harvest;2020-07-03;Armourer's Scrap;Chaos Orb;0.06381;High
Harvest;2020-07-04;Armourer's Scrap;Chaos Orb;0.05673;High
Harvest;2020-07-05;Armourer's Scrap;Chaos Orb;0.05568;High
Harvest;2020-07-06;Armourer's Scrap;Chaos Orb;0.05556;High
Harvest;2020-07-07;Armourer's Scrap;Chaos Orb;0.05271;High
Harvest;2020-07-08;Armourer's Scrap;Chaos Orb;0.05263;High
Harvest;2020-07-09;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-07-10;Armourer's Scrap;Chaos Orb;0.05455;High
Harvest;2020-07-11;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-07-12;Armourer's Scrap;Chaos Orb;0.05259;High
Harvest;2020-07-13;Armourer's Scrap;Chaos Orb;0.05025;High
Harvest;2020-07-14;Armourer's Scrap;Chaos Orb;0.0479;High
Harvest;2020-07-15;Armourer's Scrap;Chaos Orb;0.05021;High
Harvest;2020-07-16;Armourer's Scrap;Chaos Orb;0.04881;High
Harvest;2020-07-17;Armourer's Scrap;Chaos Orb;0.05492;High
Harvest;2020-07-18;Armourer's Scrap;Chaos Orb;0.05692;High
Harvest;2020-07-19;Armourer's Scrap;Chaos Orb;0.05249;High
Harvest;2020-07-20;Armourer's Scrap;Chaos Orb;0.05265;High
Harvest;2020-07-21;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-07-22;Armourer's Scrap;Chaos Orb;0.04807;High
Harvest;2020-07-23;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-07-24;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-07-25;Armourer's Scrap;Chaos Orb;0.04762;High
Harvest;2020-07-26;Armourer's Scrap;Chaos Orb;0.04545;High
Harvest;2020-07-27;Armourer's Scrap;Chaos Orb;0.04561;High
Harvest;2020-07-28;Armourer's Scrap;Chaos Orb;0.04855;High
Harvest;2020-07-29;Armourer's Scrap;Chaos Orb;0.05263;High
Harvest;2020-07-30;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-07-31;Armourer's Scrap;Chaos Orb;0.04958;High
Harvest;2020-08-01;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-02;Armourer's Scrap;Chaos Orb;0.0514;High
Harvest;2020-08-03;Armourer's Scrap;Chaos Orb;0.05088;High
Harvest;2020-08-04;Armourer's Scrap;Chaos Orb;0.05208;High
Harvest;2020-08-05;Armourer's Scrap;Chaos Orb;0.05291;High
Harvest;2020-08-06;Armourer's Scrap;Chaos Orb;0.05263;High
Harvest;2020-08-07;Armourer's Scrap;Chaos Orb;0.052;High
Harvest;2020-08-08;Armourer's Scrap;Chaos Orb;0.05251;High
Harvest;2020-08-09;Armourer's Scrap;Chaos Orb;0.0523;High
Harvest;2020-08-10;Armourer's Scrap;Chaos Orb;0.05178;High
Harvest;2020-08-11;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-12;Armourer's Scrap;Chaos Orb;0.04984;High
Harvest;2020-08-13;Armourer's Scrap;Chaos Orb;0.04985;High
Harvest;2020-08-14;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-15;Armourer's Scrap;Chaos Orb;0.04973;High
Harvest;2020-08-16;Armourer's Scrap;Chaos Orb;0.04925;High
Harvest;2020-08-17;Armourer's Scrap;Chaos Orb;0.04996;High
Harvest;2020-08-18;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-19;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-20;Armourer's Scrap;Chaos Orb;0.04816;High
Harvest;2020-08-21;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-22;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-23;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-24;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-25;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-26;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-27;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-28;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-08-29;Armourer's Scrap;Chaos Orb;0.05187;High
Harvest;2020-08-30;Armourer's Scrap;Chaos Orb;0.05299;High
Harvest;2020-08-31;Armourer's Scrap;Chaos Orb;0.05263;High
Harvest;2020-09-01;Armourer's Scrap;Chaos Orb;0.05263;High
Harvest;2020-09-02;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-09-03;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-09-04;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-09-05;Armourer's Scrap;Chaos Orb;0.04982;High
Harvest;2020-09-06;Armourer's Scrap;Chaos Orb;0.04762;High
Harvest;2020-09-07;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-09-08;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-09-09;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-09-10;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-09-11;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-09-12;Armourer's Scrap;Chaos Orb;0.04979;High
Harvest;2020-09-13;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-09-14;Armourer's Scrap;Chaos Orb;0.05;High
Harvest;2020-06-19;Orb of Transmutation;Chaos Orb;0.22075;High
Harvest;2020-06-20;Orb of Transmutation;Chaos Orb;0.07475;High
Harvest;2020-06-21;Orb of Transmutation;Chaos Orb;0.03327;High
Harvest;2020-06-22;Orb of Transmutation;Chaos Orb;0.0329;High
Harvest;2020-06-23;Orb of Transmutation;Chaos Orb;0.03287;High
Harvest;2020-06-24;Orb of Transmutation;Chaos Orb;0.04008;High
Harvest;2020-06-25;Orb of Transmutation;Chaos Orb;0.04878;High
Harvest;2020-06-26;Orb of Transmutation;Chaos Orb;0.05;High
Harvest;2020-06-27;Orb of Transmutation;Chaos Orb;0.05046;High
Harvest;2020-06-28;Orb of Transmutation;Chaos Orb;0.05556;High
Harvest;2020-06-29;Orb of Transmutation;Chaos Orb;0.05556;High
Harvest;2020-06-30;Orb of Transmutation;Chaos Orb;0.05852;High
Harvest;2020-07-01;Orb of Transmutation;Chaos Orb;0.0625;High
Harvest;2020-07-02;Orb of Transmutation;Chaos Orb;0.05882;High
Harvest;2020-07-03;Orb of Transmutation;Chaos Orb;0.06616;High
Harvest;2020-07-04;Orb of Transmutation;Chaos Orb;0.05556;High
Harvest;2020-07-05;Orb of Transmutation;Chaos Orb;0.05263;High
Harvest;2020-07-06;Orb of Transmutation;Chaos Orb;0.05263;High
Harvest;2020-07-07;Orb of Transmutation;Chaos Orb;0.06478;High
Harvest;2020-07-08;Orb of Transmutation;Chaos Orb;0.0625;High
Harvest;2020-07-09;Orb of Transmutation;Chaos Orb;0.05882;High
Harvest;2020-07-10;Orb of Transmutation;Chaos Orb;0.05886;High
Harvest;2020-07-11;Orb of Transmutation;Chaos Orb;0.05556;High
Harvest;2020-07-12;Orb of Transmutation;Chaos Orb;0.05547;High
Harvest;2020-07-13;Orb of Transmutation;Chaos Orb;0.05882;High
Harvest;2020-07-14;Orb of Transmutation;Chaos Orb;0.05882;High
Harvest;2020-07-15;Orb of Transmutation;Chaos Orb;0.0606;High
Harvest;2020-07-16;Orb of Transmutation;Chaos Orb;0.0603;High
Harvest;2020-07-17;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-18;Orb of Transmutation;Chaos Orb;0.06582;High
Harvest;2020-07-19;Orb of Transmutation;Chaos Orb;0.07143;High
Harvest;2020-07-20;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-21;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-22;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-23;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-24;Orb of Transmutation;Chaos Orb;0.06687;High
Harvest;2020-07-25;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-26;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-27;Orb of Transmutation;Chaos Orb;0.06602;High
Harvest;2020-07-28;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-29;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-30;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-07-31;Orb of Transmutation;Chaos Orb;0.06564;High
Harvest;2020-08-01;Orb of Transmutation;Chaos Orb;0.06667;High
Harvest;2020-08-02;Orb of Transmutation;Chaos Orb;0.06413;High
Harvest;2020-08-03;Orb of Transmutation;Chaos Orb;0.0625;High
Harvest;2020-08-04;Orb of Transmutation;Chaos Orb;0.06052;High
Harvest;2020-08-05;Orb of Transmutation;Chaos Orb;0.05954;High
Harvest;2020-08-06;Orb of Transmutation;Chaos Orb;0.04904;High
Harvest;2020-08-07;Orb of Transmutation;Chaos Orb;0.04545;High
Harvest;2020-08-08;Orb of Transmutation;Chaos Orb;0.04412;High
Harvest;2020-08-09;Orb of Transmutation;Chaos Orb;0.04412;High
Harvest;2020-08-10;Orb of Transmutation;Chaos Orb;0.04397;High
Harvest;2020-08-11;Orb of Transmutation;Chaos Orb;0.04348;High
Harvest;2020-08-12;Orb of Transmutation;Chaos Orb;0.04264;High
Harvest;2020-08-13;Orb of Transmutation;Chaos Orb;0.04268;High
Harvest;2020-08-14;Orb of Transmutation;Chaos Orb;0.04167;High
Harvest;2020-08-15;Orb of Transmutation;Chaos Orb;0.04165;High
Harvest;2020-08-16;Orb of Transmutation;Chaos Orb;0.04019;High
Harvest;2020-08-17;Orb of Transmutation;Chaos Orb;0.04192;High
Harvest;2020-08-18;Orb of Transmutation;Chaos Orb;0.04348;High
Harvest;2020-08-19;Orb of Transmutation;Chaos Orb;0.04625;High
Harvest;2020-08-20;Orb of Transmutation;Chaos Orb;0.04684;High
Harvest;2020-08-21;Orb of Transmutation;Chaos Orb;0.055;High
Harvest;2020-08-22;Orb of Transmutation;Chaos Orb;0.05;High
Harvest;2020-08-23;Orb of Transmutation;Chaos Orb;0.05344;High
Harvest;2020-08-24;Orb of Transmutation;Chaos Orb;0.05463;High
Harvest;2020-08-25;Orb of Transmutation;Chaos Orb;0.05;High
Harvest;2020-08-26;Orb of Transmutation;Chaos Orb;0.04903;High
Harvest;2020-08-27;Orb of Transmutation;Chaos Orb;0.04545;High
Harvest;2020-08-28;Orb of Transmutation;Chaos Orb;0.06551;High
Harvest;2020-08-29;Orb of Transmutation;Chaos Orb;0.0625;High
Harvest;2020-08-30;Orb of Transmutation;Chaos Orb;0.05482;High
Harvest;2020-08-31;Orb of Transmutation;Chaos Orb;0.06247;High
Harvest;2020-09-01;Orb of Transmutation;Chaos Orb;0.06461;High
Harvest;2020-09-02;Orb of Transmutation;Chaos Orb;0.06213;High
Harvest;2020-09-03;Orb of Transmutation;Chaos Orb;0.06334;High
Harvest;2020-09-04;Orb of Transmutation;Chaos Orb;0.05556;High
Harvest;2020-09-05;Orb of Transmutation;Chaos Orb;0.05263;High
Harvest;2020-09-06;Orb of Transmutation;Chaos Orb;0.05;High
Harvest;2020-09-07;Orb of Transmutation;Chaos Orb;0.05439;High
Harvest;2020-09-08;Orb of Transmutation;Chaos Orb;0.05;High
Harvest;2020-09-09;Orb of Transmutation;Chaos Orb;0.05263;High
Harvest;2020-09-10;Orb of Transmutation;Chaos Orb;0.05556;High
Harvest;2020-09-11;Orb of Transmutation;Chaos Orb;0.06279;High
Harvest;2020-09-12;Orb of Transmutation;Chaos Orb;0.05571;High
Harvest;2020-09-13;Orb of Transmutation;Chaos Orb;0.06352;High
Harvest;2020-09-14;Orb of Transmutation;Chaos Orb;0.06116;High
Harvest;2020-06-19;Orb of Chance;Chaos Orb;1;High
Harvest;2020-06-20;Orb of Chance;Chaos Orb;0.191;High
Harvest;2020-06-21;Orb of Chance;Chaos Orb;0.14286;High
Harvest;2020-06-22;Orb of Chance;Chaos Orb;0.14286;High
Harvest;2020-06-23;Orb of Chance;Chaos Orb;0.12418;High
Harvest;2020-06-24;Orb of Chance;Chaos Orb;0.11111;High
Harvest;2020-06-25;Orb of Chance;Chaos Orb;0.0993;High
Harvest;2020-06-26;Orb of Chance;Chaos Orb;0.1;High
Harvest;2020-06-27;Orb of Chance;Chaos Orb;0.09945;High
Harvest;2020-06-28;Orb of Chance;Chaos Orb;0.10889;High
Harvest;2020-06-29;Orb of Chance;Chaos Orb;0.105;High
Harvest;2020-06-30;Orb of Chance;Chaos Orb;0.1;High
Harvest;2020-07-01;Orb of Chance;Chaos Orb;0.1;High
Harvest;2020-07-02;Orb of Chance;Chaos Orb;0.09855;High
Harvest;2020-07-03;Orb of Chance;Chaos Orb;0.10751;High
Harvest;2020-07-04;Orb of Chance;Chaos Orb;0.11928;High
Harvest;2020-07-05;Orb of Chance;Chaos Orb;0.13803;High
Harvest;2020-07-06;Orb of Chance;Chaos Orb;0.12705;High
Harvest;2020-07-07;Orb of Chance;Chaos Orb;0.12879;High
Harvest;2020-07-08;Orb of Chance;Chaos Orb;0.12363;High
Harvest;2020-07-09;Orb of Chance;Chaos Orb;0.125;High
Harvest;2020-07-10;Orb of Chance;Chaos Orb;0.12349;High
Harvest;2020-07-11;Orb of Chance;Chaos Orb;0.11526;High
Harvest;2020-07-12;Orb of Chance;Chaos Orb;0.10996;High
Harvest;2020-07-13;Orb of Chance;Chaos Orb;0.09285;High
Harvest;2020-07-14;Orb of Chance;Chaos Orb;0.09219;High
Harvest;2020-07-15;Orb of Chance;Chaos Orb;0.08407;High
Harvest;2020-07-16;Orb of Chance;Chaos Orb;0.09035;High
Harvest;2020-07-17;Orb of Chance;Chaos Orb;0.11111;High
Harvest;2020-07-18;Orb of Chance;Chaos Orb;0.11155;High
Harvest;2020-07-19;Orb of Chance;Chaos Orb;0.11621;High
Harvest;2020-07-20;Orb of Chance;Chaos Orb;0.11111;High
Harvest;2020-07-21;Orb of Chance;Chaos Orb;0.11111;High
