League;Date;Get;Pay;Value;Confidence
Metamorph;2020-03-01;Chromatic Orb;Chaos Orb;0.13262;High
Metamorph;2020-03-02;Chromatic Orb;Chaos Orb;0.12384;High
Metamorph;2020-03-03;Chromatic Orb;Chaos Orb;0.11765;High
Metamorph;2020-03-04;Chromatic Orb;Chaos Orb;0.11111;High
Metamorph;2020-03-05;Chromatic Orb;Chaos Orb;0.11916;High
Metamorph;2020-03-06;Chromatic Orb;Chaos Orb;0.12254;High
Metamorph;2020-03-07;Chromatic Orb;Chaos Orb;0.12195;High
Metamorph;2020-03-08;Chromatic Orb;Chaos Orb;0.12346;High
Metamorph;2020-03-09;Chromatic Orb;Chaos Orb;0.12487;High
Metamorph;2019-12-13;Orb of Fusing;Chaos Orb;0.5;High
Metamorph;2019-12-14;Orb of Fusing;Chaos Orb;0.22719;High
Metamorph;2019-12-15;Orb of Fusing;Chaos Orb;0.33333;High
Metamorph;2019-12-16;Orb of Fusing;Chaos Orb;0.43478;High
Metamorph;2019-12-17;Orb of Fusing;Chaos Orb;0.5;High
Metamorph;2019-12-18;Orb of Fusing;Chaos Orb;0.52632;High
Metamorph;2019-12-19;Orb of Fusing;Chaos Orb;0.5697;High
Metamorph;2019-12-20;Orb of Fusing;Chaos Orb;0.63158;High
Metamorph;2019-12-21;Orb of Fusing;Chaos Orb;0.64426;High
Metamorph;2019-12-22;Orb of Fusing;Chaos Orb;0.63152;High
Metamorph;2019-12-23;Orb of Fusing;Chaos Orb;0.63562;High
Metamorph;2019-12-24;Orb of Fusing;Chaos Orb;0.65;High
Metamorph;2019-12-25;Orb of Fusing;Chaos Orb;0.66667;High
Metamorph;2019-12-26;Orb of Fusing;Chaos Orb;0.64286;High
Metamorph;2019-12-27;Orb of Fusing;Chaos Orb;0.61564;High
Metamorph;2019-12-28;Orb of Fusing;Chaos Orb;0.61659;High
Metamorph;2019-12-29;Orb of Fusing;Chaos Orb;0.63449;High
Metamorph;2019-12-30;Orb of Fusing;Chaos Orb;0.625;High
Metamorph;2019-12-31;Orb of Fusing;Chaos Orb;0.61897;High
Metamorph;2020-01-01;Orb of Fusing;Chaos Orb;0.61217;High
Metamorph;2020-01-02;Orb of Fusing;Chaos Orb;0.5678;High
Metamorph;2020-01-03;Orb of Fusing;Chaos Orb;0.5;High
Metamorph;2020-01-04;Orb of Fusing;Chaos Orb;0.46948;High
Metamorph;2020-01-05;Orb of Fusing;Chaos Orb;0.46083;High
Metamorph;2020-01-06;Orb of Fusing;Chaos Orb;0.44092;High
Metamorph;2020-01-07;Orb of Fusing;Chaos Orb;0.4098;High
Metamorph;2020-01-08;Orb of Fusing;Chaos Orb;0.3897;High
Metamorph;2020-01-09;Orb of Fusing;Chaos Orb;0.38236;High
Metamorph;2020-01-10;Orb of Fusing;Chaos Orb;0.37892;High
Metamorph;2020-01-11;Orb of Fusing;Chaos Orb;0.36623;High
Metamorph;2020-01-12;Orb of Fusing;Chaos Orb;0.3347;High
Metamorph;2020-01-13;Orb of Fusing;Chaos Orb;0.31366;High
Metamorph;2020-01-14;Orb of Fusing;Chaos Orb;0.30792;High
Metamorph;2020-01-15;Orb of Fusing;Chaos Orb;0.30769;High
Metamorph;2020-01-16;Orb of Fusing;Chaos Orb;0.30303;High
Metamorph;2020-01-17;Orb of Fusing;Chaos Orb;0.29916;High
Metamorph;2020-01-18;Orb of Fusing;Chaos Orb;0.3084;High
Metamorph;2020-01-19;Orb of Fusing;Chaos Orb;0.3;High
Metamorph;2020-01-20;Orb of Fusing;Chaos Orb;0.29007;High
Metamorph;2020-01-21;Orb of Fusing;Chaos Orb;0.28492;High
Metamorph;2020-01-22;Orb of Fusing;Chaos Orb;0.27397;High
Metamorph;2020-01-23;Orb of Fusing;Chaos Orb;0.27686;High
Metamorph;2020-01-24;Orb of Fusing;Chaos Orb;0.28571;High
Metamorph;2020-01-25;Orb of Fusing;Chaos Orb;0.31818;High
Metamorph;2020-01-26;Orb of Fusing;Chaos Orb;0.30303;High
Metamorph;2020-01-27;Orb of Fusing;Chaos Orb;0.28936;High
Metamorph;2020-01-28;Orb of Fusing;Chaos Orb;0.28024;High
Metamorph;2020-01-29;Orb of Fusing;Chaos Orb;0.275;High
Metamorph;2020-01-30;Orb of Fusing;Chaos Orb;0.25806;High
Metamorph;2020-01-31;Orb of Fusing;Chaos Orb;0.24752;High
Metamorph;2020-02-01;Orb of Fusing;Chaos Orb;0.25;High
Metamorph;2020-02-02;Orb of Fusing;Chaos Orb;0.25907;High
Metamorph;2020-02-03;Orb of Fusing;Chaos Orb;0.26882;High
Metamorph;2020-02-04;Orb of Fusing;Chaos Orb;0.24876;High
Metamorph;2020-02-05;Orb of Fusing;Chaos Orb;0.26316;High
Metamorph;2020-02-06;Orb of Fusing;Chaos Orb;0.27577;High
Metamorph;2020-02-07;Orb of Fusing;Chaos Orb;0.26923;High
Metamorph;2020-02-08;Orb of Fusing;Chaos Orb;0.25764;High
Metamorph;2020-02-09;Orb of Fusing;Chaos Orb;0.25581;High
Metamorph;2020-02-10;Orb of Fusing;Chaos Orb;0.24876;High
Metamorph;2020-02-11;Orb of Fusing;Chaos Orb;0.23799;High
Metamorph;2020-02-12;Orb of Fusing;Chaos Orb;0.2439;High
Metamorph;2020-02-13;Orb of Fusing;Chaos Orb;0.25586;High
Metamorph;2020-02-14;Orb of Fusing;Chaos Orb;0.28571;High
Metamorph;2020-02-15;Orb of Fusing;Chaos Orb;0.33333;High
Metamorph;2020-02-16;Orb of Fusing;Chaos Orb;0.33669;High
Metamorph;2020-02-17;Orb of Fusing;Chaos Orb;0.34363;High
Metamorph;2020-02-18;Orb of Fusing;Chaos Orb;0.33333;High
Metamorph;2020-02-19;Orb of Fusing;Chaos Orb;0.32787;High
Metamorph;2020-02-20;Orb of Fusing;Chaos Orb;0.31746;High
Metamorph;2020-02-21;Orb of Fusing;Chaos Orb;0.30289;High
Metamorph;2020-02-22;Orb of Fusing;Chaos Orb;0.30936;High
Metamorph;2020-02-23;Orb of Fusing;Chaos Orb;0.3125;High
Metamorph;2020-02-24;Orb of Fusing;Chaos Orb;0.31526;High
Metamorph;2020-02-25;Orb of Fusing;Chaos Orb;0.31595;High
Metamorph;2020-02-26;Orb of Fusing;Chaos Orb;0.32258;High
Metamorph;2020-02-27;Orb of Fusing;Chaos Orb;0.32258;High
Metamorph;2020-02-28;Orb of Fusing;Chaos Orb;0.3222;High
Metamorph;2020-02-29;Orb of Fusing;Chaos Orb;0.31728;High
Metamorph;2020-03-01;Orb of Fusing;Chaos Orb;0.3125;High
Metamorph;2020-03-02;Orb of Fusing;Chaos Orb;0.31;High
Metamorph;2020-03-03;Orb of Fusing;Chaos Orb;0.29849;High
Metamorph;2020-03-04;Orb of Fusing;Chaos Orb;0.29412;High
Metamorph;2020-03-05;Orb of Fusing;Chaos Orb;0.31;High
Metamorph;2020-03-06;Orb of Fusing;Chaos Orb;0.30174;High
Metamorph;2020-03-07;Orb of Fusing;Chaos Orb;0.31201;High
Metamorph;2020-03-08;Orb of Fusing;Chaos Orb;0.30207;High
Metamorph;2020-03-09;Orb of Fusing;Chaos Orb;0.32207;High
Metamorph;2019-12-13;Orb of Alchemy;Chaos Orb;0.3647;High
Metamorph;2019-12-14;Orb of Alchemy;Chaos Orb;0.3325;High
Metamorph;2019-12-15;Orb of Alchemy;Chaos Orb;0.33333;High
Metamorph;2019-12-16;Orb of Alchemy;Chaos Orb;0.45439;High
Metamorph;2019-12-17;Orb of Alchemy;Chaos Orb;0.5;High
Metamorph;2019-12-18;Orb of Alchemy;Chaos Orb;0.52632;High
Metamorph;2019-12-19;Orb of Alchemy;Chaos Orb;0.52696;High
Metamorph;2019-12-20;Orb of Alchemy;Chaos Orb;0.52632;High
Metamorph;2019-12-21;Orb of Alchemy;Chaos Orb;0.51724;High
Metamorph;2019-12-22;Orb of Alchemy;Chaos Orb;0.47619;High
Metamorph;2019-12-23;Orb of Alchemy;Chaos Orb;0.43396;High
Metamorph;2019-12-24;Orb of Alchemy;Chaos Orb;0.37037;High
Metamorph;2019-12-25;Orb of Alchemy;Chaos Orb;0.33333;High
Metamorph;2019-12-26;Orb of Alchemy;Chaos Orb;0.31298;High
Metamorph;2019-12-27;Orb of Alchemy;Chaos Orb;0.29412;High
Metamorph;2019-12-28;Orb of Alchemy;Chaos Orb;0.27778;High
Metamorph;2019-12-29;Orb of Alchemy;Chaos Orb;0.27778;High
Metamorph;2019-12-30;Orb of Alchemy;Chaos Orb;0.26087;High
Metamorph;2019-12-31;Orb of Alchemy;Chaos Orb;0.26087;High
Metamorph;2020-01-01;Orb of Alchemy;Chaos Orb;0.25926;High
Metamorph;2020-01-02;Orb of Alchemy;Chaos Orb;0.2381;High
Metamorph;2020-01-03;Orb of Alchemy;Chaos Orb;0.22451;High
Metamorph;2020-01-04;Orb of Alchemy;Chaos Orb;0.20561;High
Metamorph;2020-01-05;Orb of Alchemy;Chaos Orb;0.20784;High
Metamorph;2020-01-06;Orb of Alchemy;Chaos Orb;0.19894;High
Metamorph;2020-01-07;Orb of Alchemy;Chaos Orb;0.17857;High
Metamorph;2020-01-08;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-01-09;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-01-10;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-01-11;Orb of Alchemy;Chaos Orb;0.16098;High
Metamorph;2020-01-12;Orb of Alchemy;Chaos Orb;0.15447;High
Metamorph;2020-01-13;Orb of Alchemy;Chaos Orb;0.14286;High
Metamorph;2020-01-14;Orb of Alchemy;Chaos Orb;0.14286;High
Metamorph;2020-01-15;Orb of Alchemy;Chaos Orb;0.15323;High
Metamorph;2020-01-16;Orb of Alchemy;Chaos Orb;0.15141;High
Metamorph;2020-01-17;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-01-18;Orb of Alchemy;Chaos Orb;0.18182;High
Metamorph;2020-01-19;Orb of Alchemy;Chaos Orb;0.18323;High
Metamorph;2020-01-20;Orb of Alchemy;Chaos Orb;0.16627;High
Metamorph;2020-01-21;Orb of Alchemy;Chaos Orb;0.18155;High
Metamorph;2020-01-22;Orb of Alchemy;Chaos Orb;0.16248;High
Metamorph;2020-01-23;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-01-24;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-01-25;Orb of Alchemy;Chaos Orb;0.1968;High
Metamorph;2020-01-26;Orb of Alchemy;Chaos Orb;0.17926;High
Metamorph;2020-01-27;Orb of Alchemy;Chaos Orb;0.17812;High
Metamorph;2020-01-28;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-01-29;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-01-30;Orb of Alchemy;Chaos Orb;0.15385;High
Metamorph;2020-01-31;Orb of Alchemy;Chaos Orb;0.14899;High
Metamorph;2020-02-01;Orb of Alchemy;Chaos Orb;0.15056;High
Metamorph;2020-02-02;Orb of Alchemy;Chaos Orb;0.15584;High
Metamorph;2020-02-03;Orb of Alchemy;Chaos Orb;0.14821;High
Metamorph;2020-02-04;Orb of Alchemy;Chaos Orb;0.14306;High
Metamorph;2020-02-05;Orb of Alchemy;Chaos Orb;0.15385;High
Metamorph;2020-02-06;Orb of Alchemy;Chaos Orb;0.16015;High
Metamorph;2020-02-07;Orb of Alchemy;Chaos Orb;0.14969;High
Metamorph;2020-02-08;Orb of Alchemy;Chaos Orb;0.16177;High
Metamorph;2020-02-09;Orb of Alchemy;Chaos Orb;0.17655;High
Metamorph;2020-02-10;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-02-11;Orb of Alchemy;Chaos Orb;0.16656;High
Metamorph;2020-02-12;Orb of Alchemy;Chaos Orb;0.16594;High
Metamorph;2020-02-13;Orb of Alchemy;Chaos Orb;0.16308;High
Metamorph;2020-02-14;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-02-15;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-02-16;Orb of Alchemy;Chaos Orb;0.1904;High
Metamorph;2020-02-17;Orb of Alchemy;Chaos Orb;0.17241;High
Metamorph;2020-02-18;Orb of Alchemy;Chaos Orb;0.2;High
Metamorph;2020-02-19;Orb of Alchemy;Chaos Orb;0.18182;High
Metamorph;2020-02-20;Orb of Alchemy;Chaos Orb;0.18182;High
Metamorph;2020-02-21;Orb of Alchemy;Chaos Orb;0.18182;High
Metamorph;2020-02-22;Orb of Alchemy;Chaos Orb;0.18018;High
Metamorph;2020-02-23;Orb of Alchemy;Chaos Orb;0.18181;High
Metamorph;2020-02-24;Orb of Alchemy;Chaos Orb;0.19134;High
Metamorph;2020-02-25;Orb of Alchemy;Chaos Orb;0.18182;High
Metamorph;2020-02-26;Orb of Alchemy;Chaos Orb;0.18893;High
Metamorph;2020-02-27;Orb of Alchemy;Chaos Orb;0.17988;High
Metamorph;2020-02-28;Orb of Alchemy;Chaos Orb;0.17706;High
Metamorph;2020-02-29;Orb of Alchemy;Chaos Orb;0.17707;High
Metamorph;2020-03-01;Orb of Alchemy;Chaos Orb;0.18366;High
Metamorph;2020-03-02;Orb of Alchemy;Chaos Orb;0.16964;High
Metamorph;2020-03-03;Orb of Alchemy;Chaos Orb;0.17544;High
Metamorph;2020-03-04;Orb of Alchemy;Chaos Orb;0.18283;High
Metamorph;2020-03-05;Orb of Alchemy;Chaos Orb;0.16798;High
Metamorph;2020-03-06;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-03-07;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-03-08;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2020-03-09;Orb of Alchemy;Chaos Orb;0.16667;High
Metamorph;2019-12-13;Orb of Alteration;Chaos Orb;0.2;High
Metamorph;2019-12-14;Orb of Alteration;Chaos Orb;0.05263;High
Metamorph;2019-12-15;Orb of Alteration;Chaos Orb;0.06579;High
Metamorph;2019-12-16;Orb of Alteration;Chaos Orb;0.06898;High
Metamorph;2019-12-17;Orb of Alteration;Chaos Orb;0.07734;High
Metamorph;2019-12-18;Orb of Alteration;Chaos Orb;0.09922;High
Metamorph;2019-12-19;Orb of Alteration;Chaos Orb;0.1;High
Metamorph;2019-12-20;Orb of Alteration;Chaos Orb;0.10481;High
Metamorph;2019-12-21;Orb of Alteration;Chaos Orb;0.11538;High
Metamorph;2019-12-22;Orb of Alteration;Chaos Orb;0.10974;High
Metamorph;2019-12-23;Orb of Alteration;Chaos Orb;0.10417;High
Metamorph;2019-12-24;Orb of Alteration;Chaos Orb;0.11111;High
Metamorph;2019-12-25;Orb of Alteration;Chaos Orb;0.11111;High
Metamorph;2019-12-26;Orb of Alteration;Chaos Orb;0.11311;High
Metamorph;2019-12-27;Orb of Alteration;Chaos Orb;0.11756;High
Metamorph;2019-12-28;Orb of Alteration;Chaos Orb;0.12163;High
Metamorph;2019-12-29;Orb of Alteration;Chaos Orb;0.13186;High
Metamorph;2019-12-30;Orb of Alteration;Chaos Orb;0.13868;High
Metamorph;2019-12-31;Orb of Alteration;Chaos Orb;0.15385;High
Metamorph;2020-01-01;Orb of Alteration;Chaos Orb;0.15385;High
Metamorph;2020-01-02;Orb of Alteration;Chaos Orb;0.15607;High
Metamorph;2020-01-03;Orb of Alteration;Chaos Orb;0.14286;High
Metamorph;2020-01-04;Orb of Alteration;Chaos Orb;0.14286;High
Metamorph;2020-01-05;Orb of Alteration;Chaos Orb;0.1536;High
Metamorph;2020-01-06;Orb of Alteration;Chaos Orb;0.14706;High
Metamorph;2020-01-07;Orb of Alteration;Chaos Orb;0.14676;High
Metamorph;2020-01-08;Orb of Alteration;Chaos Orb;0.13889;High
Metamorph;2020-01-09;Orb of Alteration;Chaos Orb;0.125;High
Metamorph;2020-01-10;Orb of Alteration;Chaos Orb;0.12195;High
Metamorph;2020-01-11;Orb of Alteration;Chaos Orb;0.11111;High
Metamorph;2020-01-12;Orb of Alteration;Chaos Orb;0.10742;High
Metamorph;2020-01-13;Orb of Alteration;Chaos Orb;0.11111;High
Metamorph;2020-01-14;Orb of Alteration;Chaos Orb;0.11111;High
Metamorph;2020-01-15;Orb of Alteration;Chaos Orb;0.13044;High
Metamorph;2020-01-16;Orb of Alteration;Chaos Orb;0.13374;High
Metamorph;2020-01-17;Orb of Alteration;Chaos Orb;0.14286;High
Metamorph;2020-01-18;Orb of Alteration;Chaos Orb;0.15152;High
Metamorph;2020-01-19;Orb of Alteration;Chaos Orb;0.14286;High
Metamorph;2020-01-20;Orb of Alteration;Chaos Orb;0.141;High
Metamorph;2020-01-21;Orb of Alteration;Chaos Orb;0.13889;High
Metamorph;2020-01-22;Orb of Alteration;Chaos Orb;0.14286;High
Metamorph;2020-01-23;Orb of Alteration;Chaos Orb;0.1491;High
Metamorph;2020-01-24;Orb of Alteration;Chaos Orb;0.16;High
Metamorph;2020-01-25;Orb of Alteration;Chaos Orb;0.17169;High
Metamorph;2020-01-26;Orb of Alteration;Chaos Orb;0.17241;High
Metamorph;2020-01-27;Orb of Alteration;Chaos Orb;0.16141;High
Metamorph;2020-01-28;Orb of Alteration;Chaos Orb;0.15836;High
Metamorph;2020-01-29;Orb of Alteration;Chaos Orb;0.16667;High
Metamorph;2020-01-30;Orb of Alteration;Chaos Orb;0.15152;High
Metamorph;2020-01-31;Orb of Alteration;Chaos Orb;0.14925;High
Metamorph;2020-02-01;Orb of Alteration;Chaos Orb;0.14781;High
Metamorph;2020-02-02;Orb of Alteration;Chaos Orb;0.14706;High
Metamorph;2020-02-03;Orb of Alteration;Chaos Orb;0.12469;High
Metamorph;2020-02-04;Orb of Alteration;Chaos Orb;0.1127;High
Metamorph;2020-02-05;Orb of Alteration;Chaos Orb;0.12819;High
Metamorph;2020-02-06;Orb of Alteration;Chaos Orb;0.13803;High
Metamorph;2020-02-07;Orb of Alteration;Chaos Orb;0.13889;High
Metamorph;2020-02-08;Orb of Alteration;Chaos Orb;0.13333;High
Metamorph;2020-02-09;Orb of Alteration;Chaos Orb;0.125;High
Metamorph;2020-02-10;Orb of Alteration;Chaos Orb;0.11765;High
Metamorph;2020-02-11;Orb of Alteration;Chaos Orb;0.11379;High
Metamorph;2020-02-12;Orb of Alteration;Chaos Orb;0.11111;High
Metamorph;2020-02-13;Orb of Alteration;Chaos Orb;0.11667;High
Metamorph;2020-02-14;Orb of Alteration;Chaos Orb;0.1396;High
Metamorph;2020-02-15;Orb of Alteration;Chaos Orb;0.15979;High
Metamorph;2020-02-16;Orb of Alteration;Chaos Orb;0.19608;High
Metamorph;2020-02-17;Orb of Alteration;Chaos Orb;0.19598;High
Metamorph;2020-02-18;Orb of Alteration;Chaos Orb;0.19551;High
Metamorph;2020-02-19;Orb of Alteration;Chaos Orb;0.18182;High
Metamorph;2020-02-20;Orb of Alteration;Chaos Orb;0.16667;High
Metamorph;2020-02-21;Orb of Alteration;Chaos Orb;0.15977;High
Metamorph;2020-02-22;Orb of Alteration;Chaos Orb;0.16129;High
Metamorph;2020-02-23;Orb of Alteration;Chaos Orb;0.15625;High
Metamorph;2020-02-24;Orb of Alteration;Chaos Orb;0.15994;High
Metamorph;2020-02-25;Orb of Alteration;Chaos Orb;0.15385;High
Metamorph;2020-02-26;Orb of Alteration;Chaos Orb;0.16353;High
Metamorph;2020-02-27;Orb of Alteration;Chaos Orb;0.16393;High
Metamorph;2020-02-28;Orb of Alteration;Chaos Orb;0.16129;High
Metamorph;2020-02-29;Orb of Alteration;Chaos Orb;0.13699;High
Metamorph;2020-03-01;Orb of Alteration;Chaos Orb;0.13158;High
Metamorph;2020-03-02;Orb of Alteration;Chaos Orb;0.125;High
Metamorph;2020-03-03;Orb of Alteration;Chaos Orb;0.12422;High
Metamorph;2020-03-04;Orb of Alteration;Chaos Orb;0.12422;High
Metamorph;2020-03-05;Orb of Alteration;Chaos Orb;0.12422;High
Metamorph;2020-03-06;Orb of Alteration;Chaos Orb;0.12469;High
Metamorph;2020-03-07;Orb of Alteration;Chaos Orb;0.125;High
Metamorph;2020-03-08;Orb of Alteration;Chaos Orb;0.125;High
Metamorph;2020-03-09;Orb of Alteration;Chaos Orb;0.14005;High
Metamorph;2019-12-13;Orb of Transmutation;Chaos Orb;0.25;High
Metamorph;2019-12-14;Orb of Transmutation;Chaos Orb;0.08333;High
Metamorph;2019-12-15;Orb of Transmutation;Chaos Orb;0.07561;High
Metamorph;2019-12-16;Orb of Transmutation;Chaos Orb;0.06667;High
Metamorph;2019-12-17;Orb of Transmutation;Chaos Orb;0.06686;High
Metamorph;2019-12-18;Orb of Transmutation;Chaos Orb;0.06667;High
Metamorph;2019-12-19;Orb of Transmutation;Chaos Orb;0.06667;High
Metamorph;2019-12-20;Orb of Transmutation;Chaos Orb;0.06278;High
Metamorph;2019-12-21;Orb of Transmutation;Chaos Orb;0.06667;High
Metamorph;2019-12-22;Orb of Transmutation;Chaos Orb;0.07409;High
Metamorph;2019-12-23;Orb of Transmutation;Chaos Orb;0.07692;High
Metamorph;2019-12-24;Orb of Transmutation;Chaos Orb;0.07275;High
Metamorph;2019-12-25;Orb of Transmutation;Chaos Orb;0.07473;High
Metamorph;2019-12-26;Orb of Transmutation;Chaos Orb;0.07143;High
Metamorph;2019-12-27;Orb of Transmutation;Chaos Orb;0.07673;High
Metamorph;2019-12-28;Orb of Transmutation;Chaos Orb;0.07692;High
Metamorph;2019-12-29;Orb of Transmutation;Chaos Orb;0.083;High
Metamorph;2019-12-30;Orb of Transmutation;Chaos Orb;0.07892;High
Metamorph;2019-12-31;Orb of Transmutation;Chaos Orb;0.07692;High
Metamorph;2020-01-01;Orb of Transmutation;Chaos Orb;0.07692;High
Metamorph;2020-01-02;Orb of Transmutation;Chaos Orb;0.07143;High
Metamorph;2020-01-03;Orb of Transmutation;Chaos Orb;0.07143;High
Metamorph;2020-01-04;Orb of Transmutation;Chaos Orb;0.07071;High
