League,Date,Get,Pay,Value,Confidence,daysIntoLeague
Harvest,2020-07-02,Armourer's Scrap,Chaos Orb,0.05725,High,14
Harvest,2020-07-03,Armourer's Scrap,Chaos Orb,0.06381,High,15
Harvest,2020-07-04,Armourer's Scrap,Chaos Orb,0.05673,High,16
Harvest,2020-07-05,Armourer's Scrap,Chaos Orb,0.05568,High,17
Harvest,2020-07-06,Armourer's Scrap,Chaos Orb,0.05556,High,18
Harvest,2020-07-07,Armourer's Scrap,Chaos Orb,0.05271,High,19
Harvest,2020-07-08,Armourer's Scrap,Chaos Orb,0.05263,High,20
Harvest,2020-07-09,Armourer's Scrap,Chaos Orb,0.05,High,21
Harvest,2020-07-10,Armourer's Scrap,Chaos Orb,0.05455,High,22
Harvest,2020-07-11,Armourer's Scrap,Chaos Orb,0.05,High,23
Harvest,2020-07-12,Armourer's Scrap,Chaos Orb,0.05259,High,24
Harvest,2020-07-13,Armourer's Scrap,Chaos Orb,0.05025,High,25
Harvest,2020-07-14,Armourer's Scrap,Chaos Orb,0.0479,High,26
Harvest,2020-07-15,Armourer's Scrap,Chaos Orb,0.05021,High,27
Harvest,2020-07-16,Armourer's Scrap,Chaos Orb,0.04881,High,28
Harvest,2020-07-17,Armourer's Scrap,Chaos Orb,0.05492,High,29
Harvest,2020-07-18,Armourer's Scrap,Chaos Orb,0.05692,High,30
Harvest,2020-07-19,Armourer's Scrap,Chaos Orb,0.05249,High,31
Harvest,2020-07-20,Armourer's Scrap,Chaos Orb,0.05265,High,32
Harvest,2020-07-21,Armourer's Scrap,Chaos Orb,0.05,High,33
Harvest,2020-07-22,Armourer's Scrap,Chaos Orb,0.04807,High,34
Harvest,2020-07-23,Armourer's Scrap,Chaos Orb,0.05,High,35
Harvest,2020-07-24,Armourer's Scrap,Chaos Orb,0.05,High,36
Harvest,2020-07-25,Armourer's Scrap,Chaos Orb,0.04762,High,37
Harvest,2020-07-26,Armourer's Scrap,Chaos Orb,0.04545,High,38
Harvest,2020-07-27,Armourer's Scrap,Chaos Orb,0.04561,High,39
Harvest,2020-07-28,Armourer's Scrap,Chaos Orb,0.04855,High,40
Harvest,2020-07-29,Armourer's Scrap,Chaos Orb,0.05263,High,41
Harvest,2020-07-30,Armourer's Scrap,Chaos Orb,0.05,High,42
Harvest,2020-07-31,Armourer's Scrap,Chaos Orb,0.04958,High,43
Harvest,2020-08-01,Armourer's Scrap,Chaos Orb,0.05,High,44
Harvest,2020-08-02,Armourer's Scrap,Chaos Orb,0.0514,High,45
Harvest,2020-08-03,Armourer's Scrap,Chaos Orb,0.05088,High,46
Harvest,2020-08-04,Armourer's Scrap,Chaos Orb,0.05208,High,47
Harvest,2020-08-05,Armourer's Scrap,Chaos Orb,0.05291,High,48
Harvest,2020-08-06,Armourer's Scrap,Chaos Orb,0.05263,High,49
Harvest,2020-08-07,Armourer's Scrap,Chaos Orb,0.052,High,50
Harvest,2020-08-08,Armourer's Scrap,Chaos Orb,0.05251,High,51
Harvest,2020-08-09,Armourer's Scrap,Chaos Orb,0.0523,High,52
Harvest,2020-08-10,Armourer's Scrap,Chaos Orb,0.05178,High,53
Harvest,2020-08-11,Armourer's Scrap,Chaos Orb,0.05,High,54
Harvest,2020-08-12,Armourer's Scrap,Chaos Orb,0.04984,High,55
Harvest,2020-08-13,Armourer's Scrap,Chaos Orb,0.04985,High,56
Harvest,2020-08-14,Armourer's Scrap,Chaos Orb,0.05,High,57
Harvest,2020-08-15,Armourer's Scrap,Chaos Orb,0.04973,High,58
Harvest,2020-08-16,Armourer's Scrap,Chaos Orb,0.04925,High,59
Harvest,2020-08-17,Armourer's Scrap,Chaos Orb,0.04996,High,60
Harvest,2020-08-18,Armourer's Scrap,Chaos Orb,0.05,High,61
Harvest,2020-08-19,Armourer's Scrap,Chaos Orb,0.05,High,62
Harvest,2020-08-20,Armourer's Scrap,Chaos Orb,0.04816,High,63
Harvest,2020-08-21,Armourer's Scrap,Chaos Orb,0.05,High,64
Harvest,2020-08-22,Armourer's Scrap,Chaos Orb,0.05,High,65
Harvest,2020-08-23,Armourer's Scrap,Chaos Orb,0.05,High,66
Harvest,2020-08-24,Armourer's Scrap,Chaos Orb,0.05,High,67
Harvest,2020-08-25,Armourer's Scrap,Chaos Orb,0.05,High,68
Harvest,2020-08-26,Armourer's Scrap,Chaos Orb,0.05,High,69
Harvest,2020-08-27,Armourer's Scrap,Chaos Orb,0.05,High,70
Harvest,2020-08-28,Armourer's Scrap,Chaos Orb,0.05,High,71
Harvest,2020-08-29,Armourer's Scrap,Chaos Orb,0.05187,High,72
Harvest,2020-08-30,Armourer's Scrap,Chaos Orb,0.05299,High,73
Harvest,2020-08-31,Armourer's Scrap,Chaos Orb,0.05263,High,74
Harvest,2020-09-01,Armourer's Scrap,Chaos Orb,0.05263,High,75
Harvest,2020-09-02,Armourer's Scrap,Chaos Orb,0.05,High,76
Harvest,2020-09-03,Armourer's Scrap,Chaos Orb,0.05,High,77
Harvest,2020-09-04,Armourer's Scrap,Chaos Orb,0.05,High,78
Harvest,2020-09-05,Armourer's Scrap,Chaos Orb,0.04982,High,79
Harvest,2020-09-06,Armourer's Scrap,Chaos Orb,0.04762,High,80
Harvest,2020-09-07,Armourer's Scrap,Chaos Orb,0.05,High,81
Harvest,2020-09-08,Armourer's Scrap,Chaos Orb,0.05,High,82
Harvest,2020-09-09,Armourer's Scrap,Chaos Orb,0.05,High,83
Harvest,2020-09-10,Armourer's Scrap,Chaos Orb,0.05,High,84
Harvest,2020-09-11,Armourer's Scrap,Chaos Orb,0.05,High,85
Harvest,2020-09-12,Armourer's Scrap,Chaos Orb,0.04979,High,86
Harvest,2020-09-13,Armourer's Scrap,Chaos Orb,0.05,High,87
Harvest,2020-09-14,Armourer's Scrap,Chaos Orb,0.05,High,88
Harvest,2020-06-19,Orb of Transmutation,Chaos Orb,0.22075,High,1
Harvest,2020-06-20,Orb of Transmutation,Chaos Orb,0.07475,High,2
Harvest,2020-06-21,Orb of Transmutation,Chaos Orb,0.03327,High,3
Harvest,2020-06-22,Orb of Transmutation,Chaos Orb,0.0329,High,4
Harvest,2020-06-23,Orb of Transmutation,Chaos Orb,0.03287,High,5
Harvest,2020-06-24,Orb of Transmutation,Chaos Orb,0.04008,High,6
Harvest,2020-06-25,Orb of Transmutation,Chaos Orb,0.04878,High,7
Harvest,2020-06-26,Orb of Transmutation,Chaos Orb,0.05,High,8
Harvest,2020-06-27,Orb of Transmutation,Chaos Orb,0.05046,High,9
Harvest,2020-06-28,Orb of Transmutation,Chaos Orb,0.05556,High,10
Harvest,2020-06-29,Orb of Transmutation,Chaos Orb,0.05556,High,11
Harvest,2020-06-30,Orb of Transmutation,Chaos Orb,0.05852,High,12
Harvest,2020-07-01,Orb of Transmutation,Chaos Orb,0.0625,High,13
Harvest,2020-07-02,Orb of Transmutation,Chaos Orb,0.05882,High,14
Harvest,2020-07-03,Orb of Transmutation,Chaos Orb,0.06616,High,15
Harvest,2020-07-04,Orb of Transmutation,Chaos Orb,0.05556,High,16
Harvest,2020-07-05,Orb of Transmutation,Chaos Orb,0.05263,High,17
Harvest,2020-07-06,Orb of Transmutation,Chaos Orb,0.05263,High,18
Harvest,2020-07-07,Orb of Transmutation,Chaos Orb,0.06478,High,19
Harvest,2020-07-08,Orb of Transmutation,Chaos Orb,0.0625,High,20
Harvest,2020-07-09,Orb of Transmutation,Chaos Orb,0.05882,High,21
Harvest,2020-07-10,Orb of Transmutation,Chaos Orb,0.05886,High,22
Harvest,2020-07-11,Orb of Transmutation,Chaos Orb,0.05556,High,23
Harvest,2020-07-12,Orb of Transmutation,Chaos Orb,0.05547,High,24
Harvest,2020-07-13,Orb of Transmutation,Chaos Orb,0.05882,High,25
Harvest,2020-07-14,Orb of Transmutation,Chaos Orb,0.05882,High,26
Harvest,2020-07-15,Orb of Transmutation,Chaos Orb,0.0606,High,27
Harvest,2020-07-16,Orb of Transmutation,Chaos Orb,0.0603,High,28
Harvest,2020-07-17,Orb of Transmutation,Chaos Orb,0.06667,High,29
Harvest,2020-07-18,Orb of Transmutation,Chaos Orb,0.06582,High,30
Harvest,2020-07-19,Orb of Transmutation,Chaos Orb,0.07143,High,31
Harvest,2020-07-20,Orb of Transmutation,Chaos Orb,0.06667,High,32
Harvest,2020-07-21,Orb of Transmutation,Chaos Orb,0.06667,High,33
Harvest,2020-07-22,Orb of Transmutation,Chaos Orb,0.06667,High,34
Harvest,2020-07-23,Orb of Transmutation,Chaos Orb,0.06667,High,35
Harvest,2020-07-24,Orb of Transmutation,Chaos Orb,0.06687,High,36
Harvest,2020-07-25,Orb of Transmutation,Chaos Orb,0.06667,High,37
Harvest,2020-07-26,Orb of Transmutation,Chaos Orb,0.06667,High,38
Harvest,2020-07-27,Orb of Transmutation,Chaos Orb,0.06602,High,39
Harvest,2020-07-28,Orb of Transmutation,Chaos Orb,0.06667,High,40
Harvest,2020-07-29,Orb of Transmutation,Chaos Orb,0.06667,High,41
Harvest,2020-07-30,Orb of Transmutation,Chaos Orb,0.06667,High,42
Harvest,2020-07-31,Orb of Transmutation,Chaos Orb,0.06564,High,43
Harvest,2020-08-01,Orb of Transmutation,Chaos Orb,0.06667,High,44
Harvest,2020-08-02,Orb of Transmutation,Chaos Orb,0.06413,High,45
Harvest,2020-08-03,Orb of Transmutation,Chaos Orb,0.0625,High,46
Harvest,2020-08-04,Orb of Transmutation,Chaos Orb,0.06052,High,47
Harvest,2020-08-05,Orb of Transmutation,Chaos Orb,0.05954,High,48
Harvest,2020-08-06,Orb of Transmutation,Chaos Orb,0.04904,High,49
Harvest,2020-08-07,Orb of Transmutation,Chaos Orb,0.04545,High,50
Harvest,2020-08-08,Orb of Transmutation,Chaos Orb,0.04412,High,51
Harvest,2020-08-09,Orb of Transmutation,Chaos Orb,0.04412,High,52
Harvest,2020-08-10,Orb of Transmutation,Chaos Orb,0.04397,High,53
Harvest,2020-08-11,Orb of Transmutation,Chaos Orb,0.04348,High,54
Harvest,2020-08-12,Orb of Transmutation,Chaos Orb,0.04264,High,55
Harvest,2020-08-13,Orb of Transmutation,Chaos Orb,0.04268,High,56
Harvest,2020-08-14,Orb of Transmutation,Chaos Orb,0.04167,High,57
Harvest,2020-08-15,Orb of Transmutation,Chaos Orb,0.04165,High,58
Harvest,2020-08-16,Orb of Transmutation,Chaos Orb,0.04019,High,59
Harvest,2020-08-17,Orb of Transmutation,Chaos Orb,0.04192,High,60
Harvest,2020-08-18,Orb of Transmutation,Chaos Orb,0.04348,High,61
Harvest,2020-08-19,Orb of Transmutation,Chaos Orb,0.04625,High,62
Harvest,2020-08-20,Orb of Transmutation,Chaos Orb,0.04684,High,63
Harvest,2020-08-21,Orb of Transmutation,Chaos Orb,0.055,High,64
Harvest,2020-08-22,Orb of Transmutation,Chaos Orb,0.05,High,65
Harvest,2020-08-23,Orb of Transmutation,Chaos Orb,0.05344,High,66
Harvest,2020-08-24,Orb of Transmutation,Chaos Orb,0.05463,High,67
Harvest,2020-08-25,Orb of Transmutation,Chaos Orb,0.05,High,68
Harvest,2020-08-26,Orb of Transmutation,Chaos Orb,0.04903,High,69
Harvest,2020-08-27,Orb of Transmutation,Chaos Orb,0.04545,High,70
Harvest,2020-08-28,Orb of Transmutation,Chaos Orb,0.06551,High,71
Harvest,2020-08-29,Orb of Transmutation,Chaos Orb,0.0625,High,72
Harvest,2020-08-30,Orb of Transmutation,Chaos Orb,0.05482,High,73
Harvest,2020-08-31,Orb of Transmutation,Chaos Orb,0.06247,High,74
Harvest,2020-09-01,Orb of Transmutation,Chaos Orb,0.06461,High,75
Harvest,2020-09-02,Orb of Transmutation,Chaos Orb,0.06213,High,76
Harvest,2020-09-03,Orb of Transmutation,Chaos Orb,0.06334,High,77
Harvest,2020-09-04,Orb of Transmutation,Chaos Orb,0.05556,High,78
Harvest,2020-09-05,Orb of Transmutation,Chaos Orb,0.05263,High,79
Harvest,2020-09-06,Orb of Transmutation,Chaos Orb,0.05,High,80
Harvest,2020-09-07,Orb of Transmutation,Chaos Orb,0.05439,High,81
Harvest,2020-09-08,Orb of Transmutation,Chaos Orb,0.05,High,82
Harvest,2020-09-09,Orb of Transmutation,Chaos Orb,0.05263,High,83
Harvest,2020-09-10,Orb of Transmutation,Chaos Orb,0.05556,High,84
Harvest,2020-09-11,Orb of Transmutation,Chaos Orb,0.06279,High,85
Harvest,2020-09-12,Orb of Transmutation,Chaos Orb,0.05571,High,86
Harvest,2020-09-13,Orb of Transmutation,Chaos Orb,0.06352,High,87
Harvest,2020-09-14,Orb of Transmutation,Chaos Orb,0.06116,High,88
Harvest,2020-06-19,Orb of Chance,Chaos Orb,1.0,High,1
Harvest,2020-06-20,Orb of Chance,Chaos Orb,0.191,High,2
Harvest,2020-06-21,Orb of Chance,Chaos Orb,0.14286,High,3
Harvest,2020-06-22,Orb of Chance,Chaos Orb,0.14286,High,4
Harvest,2020-06-23,Orb of Chance,Chaos Orb,0.12418,High,5
Harvest,2020-06-24,Orb of Chance,Chaos Orb,0.11111,High,6
Harvest,2020-06-25,Orb of Chance,Chaos Orb,0.0993,High,7
Harvest,2020-06-26,Orb of Chance,Chaos Orb,0.1,High,8
Harvest,2020-06-27,Orb of Chance,Chaos Orb,0.09945,High,9
Harvest,2020-06-28,Orb of Chance,Chaos Orb,0.10889,High,10
Harvest,2020-06-29,Orb of Chance,Chaos Orb,0.105,High,11
Harvest,2020-06-30,Orb of Chance,Chaos Orb,0.1,High,12
