League,Date,Get,Pay,Value,Confidence,daysIntoLeague
Heist,2020-10-16,Jeweller's Orb,Chaos Orb,0.06452,High,29
Heist,2020-10-17,Jeweller's Orb,Chaos Orb,0.06363,High,30
Heist,2020-10-18,Jeweller's Orb,Chaos Orb,0.06455,High,31
Heist,2020-10-19,Jeweller's Orb,Chaos Orb,0.06632,High,32
Heist,2020-10-20,Jeweller's Orb,Chaos Orb,0.06494,High,33
Heist,2020-10-21,Jeweller's Orb,Chaos Orb,0.05633,High,34
Heist,2020-10-22,Jeweller's Orb,Chaos Orb,0.05263,High,35
Heist,2020-10-23,Jeweller's Orb,Chaos Orb,0.04299,High,36
Heist,2020-10-24,Jeweller's Orb,Chaos Orb,0.04278,High,37
Heist,2020-10-25,Jeweller's Orb,Chaos Orb,0.04578,High,38
Heist,2020-10-26,Jeweller's Orb,Chaos Orb,0.04997,High,39
Heist,2020-10-27,Jeweller's Orb,Chaos Orb,0.05263,High,40
Heist,2020-10-28,Jeweller's Orb,Chaos Orb,0.05556,High,41
Heist,2020-10-29,Jeweller's Orb,Chaos Orb,0.05818,High,42
Heist,2020-10-30,Jeweller's Orb,Chaos Orb,0.06666,High,43
Heist,2020-10-31,Jeweller's Orb,Chaos Orb,0.06667,High,44
Heist,2020-11-01,Jeweller's Orb,Chaos Orb,0.06667,High,45
Heist,2020-11-02,Jeweller's Orb,Chaos Orb,0.06667,High,46
Heist,2020-11-03,Jeweller's Orb,Chaos Orb,0.06694,High,47
Heist,2020-11-04,Jeweller's Orb,Chaos Orb,0.06925,High,48
Heist,2020-11-05,Jeweller's Orb,Chaos Orb,0.07143,High,49
Heist,2020-11-06,Jeweller's Orb,Chaos Orb,0.07143,High,50
Heist,2020-11-07,Jeweller's Orb,Chaos Orb,0.07672,High,51
Heist,2020-11-08,Jeweller's Orb,Chaos Orb,0.07692,High,52
Heist,2020-11-09,Jeweller's Orb,Chaos Orb,0.07778,High,53
Heist,2020-11-10,Jeweller's Orb,Chaos Orb,0.07865,High,54
Heist,2020-11-11,Jeweller's Orb,Chaos Orb,0.07858,High,55
Heist,2020-11-12,Jeweller's Orb,Chaos Orb,0.08328,High,56
Heist,2020-11-13,Jeweller's Orb,Chaos Orb,0.08264,High,57
Heist,2020-11-14,Jeweller's Orb,Chaos Orb,0.08132,High,58
Heist,2020-11-15,Jeweller's Orb,Chaos Orb,0.07692,High,59
Heist,2020-11-16,Jeweller's Orb,Chaos Orb,0.07905,High,60
Heist,2020-11-17,Jeweller's Orb,Chaos Orb,0.08324,High,61
Heist,2020-11-18,Jeweller's Orb,Chaos Orb,0.08333,High,62
Heist,2020-11-19,Jeweller's Orb,Chaos Orb,0.08333,High,63
Heist,2020-11-20,Jeweller's Orb,Chaos Orb,0.08333,High,64
Heist,2020-11-21,Jeweller's Orb,Chaos Orb,0.08333,High,65
Heist,2020-11-22,Jeweller's Orb,Chaos Orb,0.08333,High,66
Heist,2020-11-23,Jeweller's Orb,Chaos Orb,0.08333,High,67
Heist,2020-11-24,Jeweller's Orb,Chaos Orb,0.08333,High,68
Heist,2020-11-25,Jeweller's Orb,Chaos Orb,0.08333,High,69
Heist,2020-11-26,Jeweller's Orb,Chaos Orb,0.08333,High,70
Heist,2020-11-27,Jeweller's Orb,Chaos Orb,0.08333,High,71
Heist,2020-11-28,Jeweller's Orb,Chaos Orb,0.08333,High,72
Heist,2020-11-29,Jeweller's Orb,Chaos Orb,0.08333,High,73
Heist,2020-11-30,Jeweller's Orb,Chaos Orb,0.08333,High,74
Heist,2020-12-01,Jeweller's Orb,Chaos Orb,0.08333,High,75
Heist,2020-12-02,Jeweller's Orb,Chaos Orb,0.08333,High,76
Heist,2020-12-03,Jeweller's Orb,Chaos Orb,0.08332,High,77
Heist,2020-12-04,Jeweller's Orb,Chaos Orb,0.08333,High,78
Heist,2020-12-05,Jeweller's Orb,Chaos Orb,0.08333,High,79
Heist,2020-12-06,Jeweller's Orb,Chaos Orb,0.08333,High,80
Heist,2020-12-07,Jeweller's Orb,Chaos Orb,0.08333,High,81
Heist,2020-12-08,Jeweller's Orb,Chaos Orb,0.08333,High,82
Heist,2020-12-09,Jeweller's Orb,Chaos Orb,0.08333,High,83
Heist,2020-12-10,Jeweller's Orb,Chaos Orb,0.08319,High,84
Heist,2020-12-11,Jeweller's Orb,Chaos Orb,0.08319,High,85
Heist,2020-12-12,Jeweller's Orb,Chaos Orb,0.08333,High,86
Heist,2020-12-13,Jeweller's Orb,Chaos Orb,0.08333,High,87
Heist,2020-12-14,Jeweller's Orb,Chaos Orb,0.08333,High,88
Heist,2020-12-15,Jeweller's Orb,Chaos Orb,0.08333,High,89
Heist,2020-12-16,Jeweller's Orb,Chaos Orb,0.08333,High,90
Heist,2020-12-17,Jeweller's Orb,Chaos Orb,0.08333,High,91
Heist,2020-12-18,Jeweller's Orb,Chaos Orb,0.08333,High,92
Heist,2020-12-19,Jeweller's Orb,Chaos Orb,0.08333,High,93
Heist,2020-12-20,Jeweller's Orb,Chaos Orb,0.08333,High,94
Heist,2020-12-21,Jeweller's Orb,Chaos Orb,0.08333,High,95
Heist,2020-12-22,Jeweller's Orb,Chaos Orb,0.08603,High,96
Heist,2020-12-23,Jeweller's Orb,Chaos Orb,0.08333,High,97
Heist,2020-12-24,Jeweller's Orb,Chaos Orb,0.08333,High,98
Heist,2020-12-25,Jeweller's Orb,Chaos Orb,0.08559,High,99
Heist,2020-12-26,Jeweller's Orb,Chaos Orb,0.08333,High,100
Heist,2020-12-27,Jeweller's Orb,Chaos Orb,0.08943,High,101
Heist,2020-12-28,Jeweller's Orb,Chaos Orb,0.0955,High,102
Heist,2020-12-29,Jeweller's Orb,Chaos Orb,0.09841,High,103
Heist,2020-12-30,Jeweller's Orb,Chaos Orb,0.09152,High,104
Heist,2020-12-31,Jeweller's Orb,Chaos Orb,0.09091,High,105
Heist,2021-01-01,Jeweller's Orb,Chaos Orb,0.09091,High,106
Heist,2021-01-02,Jeweller's Orb,Chaos Orb,0.09091,High,107
Heist,2021-01-03,Jeweller's Orb,Chaos Orb,0.09259,High,108
Heist,2021-01-04,Jeweller's Orb,Chaos Orb,0.09091,High,109
Heist,2021-01-05,Jeweller's Orb,Chaos Orb,0.09377,High,110
Heist,2021-01-06,Jeweller's Orb,Chaos Orb,0.0915,High,111
Heist,2021-01-07,Jeweller's Orb,Chaos Orb,0.09091,High,112
Heist,2021-01-08,Jeweller's Orb,Chaos Orb,0.09051,High,113
Heist,2021-01-09,Jeweller's Orb,Chaos Orb,0.08911,High,114
Heist,2021-01-10,Jeweller's Orb,Chaos Orb,0.09091,High,115
Heist,2021-01-11,Jeweller's Orb,Chaos Orb,0.08333,High,116
Heist,2020-09-18,Orb of Transmutation,Chaos Orb,1.0,High,1
Heist,2020-09-19,Orb of Transmutation,Chaos Orb,0.07143,High,2
Heist,2020-09-20,Orb of Transmutation,Chaos Orb,0.06636,High,3
Heist,2020-09-21,Orb of Transmutation,Chaos Orb,0.05882,High,4
Heist,2020-09-22,Orb of Transmutation,Chaos Orb,0.05882,High,5
Heist,2020-09-23,Orb of Transmutation,Chaos Orb,0.06667,High,6
Heist,2020-09-24,Orb of Transmutation,Chaos Orb,0.06667,High,7
Heist,2020-09-25,Orb of Transmutation,Chaos Orb,0.06667,High,8
Heist,2020-09-26,Orb of Transmutation,Chaos Orb,0.06667,High,9
Heist,2020-09-27,Orb of Transmutation,Chaos Orb,0.05402,High,10
Heist,2020-09-28,Orb of Transmutation,Chaos Orb,0.05263,High,11
Heist,2020-09-29,Orb of Transmutation,Chaos Orb,0.05556,High,12
Heist,2020-09-30,Orb of Transmutation,Chaos Orb,0.05263,High,13
Heist,2020-10-01,Orb of Transmutation,Chaos Orb,0.0505,High,14
Heist,2020-10-02,Orb of Transmutation,Chaos Orb,0.05188,High,15
Heist,2020-10-03,Orb of Transmutation,Chaos Orb,0.04699,High,16
Heist,2020-10-04,Orb of Transmutation,Chaos Orb,0.04177,High,17
Heist,2020-10-05,Orb of Transmutation,Chaos Orb,0.04167,High,18
Heist,2020-10-06,Orb of Transmutation,Chaos Orb,0.04167,High,19
Heist,2020-10-07,Orb of Transmutation,Chaos Orb,0.0453,High,20
Heist,2020-10-08,Orb of Transmutation,Chaos Orb,0.04341,High,21
Heist,2020-10-09,Orb of Transmutation,Chaos Orb,0.04167,High,22
Heist,2020-10-10,Orb of Transmutation,Chaos Orb,0.04167,High,23
Heist,2020-10-11,Orb of Transmutation,Chaos Orb,0.04167,High,24
Heist,2020-10-12,Orb of Transmutation,Chaos Orb,0.04167,High,25
Heist,2020-10-13,Orb of Transmutation,Chaos Orb,0.04167,High,26
Heist,2020-10-14,Orb of Transmutation,Chaos Orb,0.04167,High,27
Heist,2020-10-15,Orb of Transmutation,Chaos Orb,0.04167,High,28
Heist,2020-10-16,Orb of Transmutation,Chaos Orb,0.04167,High,29
Heist,2020-10-17,Orb of Transmutation,Chaos Orb,0.0449,High,30
Heist,2020-10-18,Orb of Transmutation,Chaos Orb,0.04497,High,31
Heist,2020-10-19,Orb of Transmutation,Chaos Orb,0.04272,High,32
Heist,2020-10-20,Orb of Transmutation,Chaos Orb,0.04167,High,33
Heist,2020-10-21,Orb of Transmutation,Chaos Orb,0.04167,High,34
Heist,2020-10-22,Orb of Transmutation,Chaos Orb,0.04148,High,35
Heist,2020-10-23,Orb of Transmutation,Chaos Orb,0.04157,High,36
Heist,2020-10-24,Orb of Transmutation,Chaos Orb,0.04095,High,37
Heist,2020-10-25,Orb of Transmutation,Chaos Orb,0.04167,High,38
Heist,2020-10-26,Orb of Transmutation,Chaos Orb,0.04167,High,39
Heist,2020-10-27,Orb of Transmutation,Chaos Orb,0.04167,High,40
Heist,2020-10-28,Orb of Transmutation,Chaos Orb,0.04167,High,41
Heist,2020-10-29,Orb of Transmutation,Chaos Orb,0.04167,High,42
Heist,2020-10-30,Orb of Transmutation,Chaos Orb,0.04167,High,43
Heist,2020-10-31,Orb of Transmutation,Chaos Orb,0.04167,High,44
Heist,2020-11-01,Orb of Transmutation,Chaos Orb,0.04167,High,45
Heist,2020-11-02,Orb of Transmutation,Chaos Orb,0.04167,High,46
Heist,2020-11-03,Orb of Transmutation,Chaos Orb,0.04244,High,47
Heist,2020-11-04,Orb of Transmutation,Chaos Orb,0.04235,High,48
Heist,2020-11-05,Orb of Transmutation,Chaos Orb,0.04167,High,49
Heist,2020-11-06,Orb of Transmutation,Chaos Orb,0.04167,High,50
Heist,2020-11-07,Orb of Transmutation,Chaos Orb,0.04512,High,51
Heist,2020-11-08,Orb of Transmutation,Chaos Orb,0.0454,High,52
Heist,2020-11-09,Orb of Transmutation,Chaos Orb,0.04492,High,53
Heist,2020-11-10,Orb of Transmutation,Chaos Orb,0.04446,High,54
Heist,2020-11-11,Orb of Transmutation,Chaos Orb,0.04624,High,55
Heist,2020-11-12,Orb of Transmutation,Chaos Orb,0.04545,High,56
Heist,2020-11-13,Orb of Transmutation,Chaos Orb,0.04833,High,57
Heist,2020-11-14,Orb of Transmutation,Chaos Orb,0.0482,High,58
Heist,2020-11-15,Orb of Transmutation,Chaos Orb,0.05,High,59
Heist,2020-11-16,Orb of Transmutation,Chaos Orb,0.05499,High,60
Heist,2020-11-17,Orb of Transmutation,Chaos Orb,0.05882,High,61
Heist,2020-11-18,Orb of Transmutation,Chaos Orb,0.0625,High,62
Heist,2020-11-19,Orb of Transmutation,Chaos Orb,0.06667,High,63
Heist,2020-11-20,Orb of Transmutation,Chaos Orb,0.06634,High,64
Heist,2020-11-21,Orb of Transmutation,Chaos Orb,0.06136,High,65
Heist,2020-11-22,Orb of Transmutation,Chaos Orb,0.06481,High,66
Heist,2020-11-23,Orb of Transmutation,Chaos Orb,0.05882,High,67
Heist,2020-11-24,Orb of Transmutation,Chaos Orb,0.05833,High,68
Heist,2020-11-25,Orb of Transmutation,Chaos Orb,0.06289,High,69
Heist,2020-11-26,Orb of Transmutation,Chaos Orb,0.06667,High,70
Heist,2020-11-27,Orb of Transmutation,Chaos Orb,0.06667,High,71
Heist,2020-11-28,Orb of Transmutation,Chaos Orb,0.0625,High,72
Heist,2020-11-29,Orb of Transmutation,Chaos Orb,0.0585,High,73
Heist,2020-11-30,Orb of Transmutation,Chaos Orb,0.05493,High,74
Heist,2020-12-01,Orb of Transmutation,Chaos Orb,0.05556,High,75
Heist,2020-12-02,Orb of Transmutation,Chaos Orb,0.05556,High,76
Heist,2020-12-03,Orb of Transmutation,Chaos Orb,0.05556,High,77
Heist,2020-12-04,Orb of Transmutation,Chaos Orb,0.05556,High,78
Heist,2020-12-05,Orb of Transmutation,Chaos Orb,0.05555,High,79
Heist,2020-12-06,Orb of Transmutation,Chaos Orb,0.05467,High,80
Heist,2020-12-07,Orb of Transmutation,Chaos Orb,0.05263,High,81
Heist,2020-12-08,Orb of Transmutation,Chaos Orb,0.05556,High,82
Heist,2020-12-09,Orb of Transmutation,Chaos Orb,0.05556,High,83
Heist,2020-12-10,Orb of Transmutation,Chaos Orb,0.0528,High,84
Heist,2020-12-11,Orb of Transmutation,Chaos Orb,0.05414,High,85
Heist,2020-12-12,Orb of Transmutation,Chaos Orb,0.05,High,86
Heist,2020-12-13,Orb of Transmutation,Chaos Orb,0.05,High,87
Heist,2020-12-14,Orb of Transmutation,Chaos Orb,0.05,High,88
Heist,2020-12-15,Orb of Transmutation,Chaos Orb,0.05,High,89
Heist,2020-12-16,Orb of Transmutation,Chaos Orb,0.05169,High,90
Heist,2020-12-17,Orb of Transmutation,Chaos Orb,0.05,High,91
Heist,2020-12-18,Orb of Transmutation,Chaos Orb,0.05278,High,92
Heist,2020-12-19,Orb of Transmutation,Chaos Orb,0.05523,High,93
Heist,2020-12-20,Orb of Transmutation,Chaos Orb,0.05542,High,94
Heist,2020-12-21,Orb of Transmutation,Chaos Orb,0.05545,High,95
Heist,2020-12-22,Orb of Transmutation,Chaos Orb,0.05556,High,96
Heist,2020-12-23,Orb of Transmutation,Chaos Orb,0.05556,High,97
Heist,2020-12-24,Orb of Transmutation,Chaos Orb,0.05113,High,98
Heist,2020-12-25,Orb of Transmutation,Chaos Orb,0.05428,High,99
Heist,2020-12-26,Orb of Transmutation,Chaos Orb,0.05547,High,100
Heist,2020-12-27,Orb of Transmutation,Chaos Orb,0.05334,High,101
Heist,2020-12-28,Orb of Transmutation,Chaos Orb,0.05,High,102
Heist,2020-12-29,Orb of Transmutation,Chaos Orb,0.05,High,103
Heist,2020-12-30,Orb of Transmutation,Chaos Orb,0.05,High,104
Heist,2020-12-31,Orb of Transmutation,Chaos Orb,0.05,High,105
Heist,2021-01-01,Orb of Transmutation,Chaos Orb,0.05,High,106
Heist,2021-01-02,Orb of Transmutation,Chaos Orb,0.05,High,107
Heist,2021-01-03,Orb of Transmutation,Chaos Orb,0.05,High,108
Heist,2021-01-04,Orb of Transmutation,Chaos Orb,0.05,High,109
Heist,2021-01-05,Orb of Transmutation,Chaos Orb,0.05,High,110
Heist,2021-01-06,Orb of Transmutation,Chaos Orb,0.04984,High,111
Heist,2021-01-07,Orb of Transmutation,Chaos Orb,0.0476,High,112
Heist,2021-01-08,Orb of Transmutation,Chaos Orb,0.04762,High,113
Heist,2021-01-09,Orb of Transmutation,Chaos Orb,0.04626,High,114
Heist,2021-01-10,Orb of Transmutation,Chaos Orb,0.04762,High,115
Heist,2021-01-11,Orb of Transmutation,Chaos Orb,0.04598,High,116
Heist,2020-09-18,Orb of Scouring,Chaos Orb,0.92038,High,1
Heist,2020-09-19,Orb of Scouring,Chaos Orb,0.33333,High,2
Heist,2020-09-20,Orb of Scouring,Chaos Orb,0.40747,High,3
Heist,2020-09-21,Orb of Scouring,Chaos Orb,0.44444,High,4
Heist,2020-09-22,Orb of Scouring,Chaos Orb,0.45455,High,5
Heist,2020-09-23,Orb of Scouring,Chaos Orb,0.45455,High,6
Heist,2020-09-24,Orb of Scouring,Chaos Orb,0.41556,High,7
Heist,2020-09-25,Orb of Scouring,Chaos Orb,0.37655,High,8
Heist,2020-09-26,Orb of Scouring,Chaos Orb,0.36667,High,9
Heist,2020-09-27,Orb of Scouring,Chaos Orb,0.33333,High,10
Heist,2020-09-28,Orb of Scouring,Chaos Orb,0.33333,High,11
Heist,2020-09-29,Orb of Scouring,Chaos Orb,0.36722,High,12
Heist,2020-09-30,Orb of Scouring,Chaos Orb,0.35714,High,13
Heist,2020-10-01,Orb of Scouring,Chaos Orb,0.35175,High,14
Heist,2020-10-02,Orb of Scouring,Chaos Orb,0.33333,High,15
Heist,2020-10-03,Orb of Scouring,Chaos Orb,0.32787,High,16
Heist,2020-10-04,Orb of Scouring,Chaos Orb,0.31667,High,17
Heist,2020-10-05,Orb of Scouring,Chaos Orb,0.31195,High,18
Heist,2020-10-06,Orb of Scouring,Chaos Orb,0.32258,High,19
Heist,2020-10-07,Orb of Scouring,Chaos Orb,0.3265,High,20
Heist,2020-10-08,Orb of Scouring,Chaos Orb,0.32842,High,21
Heist,2020-10-09,Orb of Scouring,Chaos Orb,0.33333,High,22
Heist,2020-10-10,Orb of Scouring,Chaos Orb,0.33333,High,23
Heist,2020-10-11,Orb of Scouring,Chaos Orb,0.33709,High,24
Heist,2020-10-12,Orb of Scouring,Chaos Orb,0.41667,High,25
Heist,2020-10-13,Orb of Scouring,Chaos Orb,0.41667,High,26
Heist,2020-10-14,Orb of Scouring,Chaos Orb,0.43333,High,27
Heist,2020-10-15,Orb of Scouring,Chaos Orb,0.41992,High,28
Heist,2020-10-16,Orb of Scouring,Chaos Orb,0.41612,High,29
Heist,2020-10-17,Orb of Scouring,Chaos Orb,0.41667,High,30
Heist,2020-10-18,Orb of Scouring,Chaos Orb,0.42775,High,31
Heist,2020-10-19,Orb of Scouring,Chaos Orb,0.42806,High,32
Heist,2020-10-20,Orb of Scouring,Chaos Orb,0.43191,High,33
Heist,2020-10-21,Orb of Scouring,Chaos Orb,0.43331,High,34
Heist,2020-10-22,Orb of Scouring,Chaos Orb,0.33333,High,35
Heist,2020-10-23,Orb of Scouring,Chaos Orb,0.32209,High,36
Heist,2020-10-24,Orb of Scouring,Chaos Orb,0.32569,High,37
Heist,2020-10-25,Orb of Scouring,Chaos Orb,0.33333,High,38
Heist,2020-10-26,Orb of Scouring,Chaos Orb,0.3638,High,39
Heist,2020-10-27,Orb of Scouring,Chaos Orb,0.37037,High,40
Heist,2020-10-28,Orb of Scouring,Chaos Orb,0.38889,High,41
Heist,2020-10-29,Orb of Scouring,Chaos Orb,0.4,High,42
Heist,2020-10-30,Orb of Scouring,Chaos Orb,0.42509,High,43
Heist,2020-10-31,Orb of Scouring,Chaos Orb,0.42745,High,44
Heist,2020-11-01,Orb of Scouring,Chaos Orb,0.41667,High,45
Heist,2020-11-02,Orb of Scouring,Chaos Orb,0.43025,High,46
Heist,2020-11-03,Orb of Scouring,Chaos Orb,0.43478,High,47
Heist,2020-11-04,Orb of Scouring,Chaos Orb,0.43505,High,48
Heist,2020-11-05,Orb of Scouring,Chaos Orb,0.43478,High,49
Heist,2020-11-06,Orb of Scouring,Chaos Orb,0.43998,High,50
Heist,2020-11-07,Orb of Scouring,Chaos Orb,0.44357,High,51
Heist,2020-11-08,Orb of Scouring,Chaos Orb,0.4413,High,52
Heist,2020-11-09,Orb of Scouring,Chaos Orb,0.44444,High,53
Heist,2020-11-10,Orb of Scouring,Chaos Orb,0.45276,High,54
Heist,2020-11-11,Orb of Scouring,Chaos Orb,0.44892,High,55
Heist,2020-11-12,Orb of Scouring,Chaos Orb,0.45455,High,56
Heist,2020-11-13,Orb of Scouring,Chaos Orb,0.45296,High,57
Heist,2020-11-14,Orb of Scouring,Chaos Orb,0.44892,High,58
Heist,2020-11-15,Orb of Scouring,Chaos Orb,0.43478,High,59
Heist,2020-11-16,Orb of Scouring,Chaos Orb,0.41667,High,60
Heist,2020-11-17,Orb of Scouring,Chaos Orb,0.41667,High,61
Heist,2020-11-18,Orb of Scouring,Chaos Orb,0.41667,High,62
Heist,2020-11-19,Orb of Scouring,Chaos Orb,0.41667,High,63
Heist,2020-11-20,Orb of Scouring,Chaos Orb,0.41322,High,64
Heist,2020-11-21,Orb of Scouring,Chaos Orb,0.40659,High,65
Heist,2020-11-22,Orb of Scouring,Chaos Orb,0.4,High,66
Heist,2020-11-23,Orb of Scouring,Chaos Orb,0.4,High,67
Heist,2020-11-24,Orb of Scouring,Chaos Orb,0.39268,High,68
Heist,2020-11-25,Orb of Scouring,Chaos Orb,0.38462,High,69
Heist,2020-11-26,Orb of Scouring,Chaos Orb,0.38462,High,70
Heist,2020-11-27,Orb of Scouring,Chaos Orb,0.38462,High,71
Heist,2020-11-28,Orb of Scouring,Chaos Orb,0.38549,High,72
Heist,2020-11-29,Orb of Scouring,Chaos Orb,0.38105,High,73
Heist,2020-11-30,Orb of Scouring,Chaos Orb,0.37944,High,74
Heist,2020-12-01,Orb of Scouring,Chaos Orb,0.37934,High,75
Heist,2020-12-02,Orb of Scouring,Chaos Orb,0.36848,High,76
Heist,2020-12-03,Orb of Scouring,Chaos Orb,0.36668,High,77
Heist,2020-12-04,Orb of Scouring,Chaos Orb,0.36624,High,78
Heist,2020-12-05,Orb of Scouring,Chaos Orb,0.36024,High,79
Heist,2020-12-06,Orb of Scouring,Chaos Orb,0.36162,High,80
Heist,2020-12-07,Orb of Scouring,Chaos Orb,0.34986,High,81
Heist,2020-12-08,Orb of Scouring,Chaos Orb,0.33241,High,82
Heist,2020-12-09,Orb of Scouring,Chaos Orb,0.33633,High,83
Heist,2020-12-10,Orb of Scouring,Chaos Orb,0.34123,High,84
Heist,2020-12-11,Orb of Scouring,Chaos Orb,0.34935,High,85
Heist,2020-12-12,Orb of Scouring,Chaos Orb,0.34965,High,86
Heist,2020-12-13,Orb of Scouring,Chaos Orb,0.34823,High,87
Heist,2020-12-14,Orb of Scouring,Chaos Orb,0.35279,High,88
Heist,2020-12-15,Orb of Scouring,Chaos Orb,0.34869,High,89
Heist,2020-12-16,Orb of Scouring,Chaos Orb,0.33688,High,90
Heist,2020-12-17,Orb of Scouring,Chaos Orb,0.33005,High,91
Heist,2020-12-18,Orb of Scouring,Chaos Orb,0.32981,High,92
Heist,2020-12-19,Orb of Scouring,Chaos Orb,0.32133,High,93
Heist,2020-12-20,Orb of Scouring,Chaos Orb,0.30742,High,94
Heist,2020-12-21,Orb of Scouring,Chaos Orb,0.30464,High,95
Heist,2020-12-22,Orb of Scouring,Chaos Orb,0.30302,High,96
Heist,2020-12-23,Orb of Scouring,Chaos Orb,0.30266,High,97
Heist,2020-12-24,Orb of Scouring,Chaos Orb,0.30364,High,98
Heist,2020-12-25,Orb of Scouring,Chaos Orb,0.30327,High,99
Heist,2020-12-26,Orb of Scouring,Chaos Orb,0.29134,High,100
Heist,2020-12-27,Orb of Scouring,Chaos Orb,0.29371,High,101
Heist,2020-12-28,Orb of Scouring,Chaos Orb,0.28662,High,102
Heist,2020-12-29,Orb of Scouring,Chaos Orb,0.2816,High,103
Heist,2020-12-30,Orb of Scouring,Chaos Orb,0.28561,High,104
Heist,2020-12-31,Orb of Scouring,Chaos Orb,0.2816,High,105
Heist,2021-01-01,Orb of Scouring,Chaos Orb,0.28249,High,106
Heist,2021-01-02,Orb of Scouring,Chaos Orb,0.2944,High,107
Heist,2021-01-03,Orb of Scouring,Chaos Orb,0.297,High,108
Heist,2021-01-04,Orb of Scouring,Chaos Orb,0.30175,High,109
Heist,2021-01-05,Orb of Scouring,Chaos Orb,0.3047,High,110
Heist,2021-01-06,Orb of Scouring,Chaos Orb,0.3047,High,111
Heist,2021-01-07,Orb of Scouring,Chaos Orb,0.30381,High,112
Heist,2021-01-08,Orb of Scouring,Chaos Orb,0.30493,High,113
Heist,2021-01-09,Orb of Scouring,Chaos Orb,0.3014,High,114
Heist,2021-01-10,Orb of Scouring,Chaos Orb,0.3024,High,115
Heist,2021-01-11,Orb of Scouring,Chaos Orb,0.30806,High,116
Heist,2020-09-18,Orb of Fusing,Chaos Orb,0.5,High,1
Heist,2020-09-19,Orb of Fusing,Chaos Orb,0.2,High,2
Heist,2020-09-20,Orb of Fusing,Chaos Orb,0.27027,High,3
Heist,2020-09-21,Orb of Fusing,Chaos Orb,0.33333,High,4
Heist,2020-09-22,Orb of Fusing,Chaos Orb,0.38861,High,5
Heist,2020-09-23,Orb of Fusing,Chaos Orb,0.41667,High,6
Heist,2020-09-24,Orb of Fusing,Chaos Orb,0.41667,High,7
Heist,2020-09-25,Orb of Fusing,Chaos Orb,0.4162,High,8
Heist,2020-09-26,Orb of Fusing,Chaos Orb,0.4,High,9
Heist,2020-09-27,Orb of Fusing,Chaos Orb,0.37037,High,10
Heist,2020-09-28,Orb of Fusing,Chaos Orb,0.34483,High,11
Heist,2020-09-29,Orb of Fusing,Chaos Orb,0.38462,High,12
Heist,2020-09-30,Orb of Fusing,Chaos Orb,0.35115,High,13
Heist,2020-10-01,Orb of Fusing,Chaos Orb,0.33333,High,14
Heist,2020-10-02,Orb of Fusing,Chaos Orb,0.3222,High,15
Heist,2020-10-03,Orb of Fusing,Chaos Orb,0.27188,High,16
Heist,2020-10-04,Orb of Fusing,Chaos Orb,0.26316,High,17
Heist,2020-10-05,Orb of Fusing,Chaos Orb,0.25791,High,18
Heist,2020-10-06,Orb of Fusing,Chaos Orb,0.26316,High,19
Heist,2020-10-07,Orb of Fusing,Chaos Orb,0.26316,High,20
Heist,2020-10-08,Orb of Fusing,Chaos Orb,0.23932,High,21
Heist,2020-10-09,Orb of Fusing,Chaos Orb,0.24974,High,22
Heist,2020-10-10,Orb of Fusing,Chaos Orb,0.25641,High,23
