League;Date;Get;Pay;Value;Confidence
Heist;2021-01-04;Jeweller's Orb;Chaos Orb;0.09091;High
Heist;2021-01-05;Jeweller's Orb;Chaos Orb;0.09377;High
Heist;2021-01-06;Jeweller's Orb;Chaos Orb;0.0915;High
Heist;2021-01-07;Jeweller's Orb;Chaos Orb;0.09091;High
Heist;2021-01-08;Jeweller's Orb;Chaos Orb;0.09051;High
Heist;2021-01-09;Jeweller's Orb;Chaos Orb;0.08911;High
Heist;2021-01-10;Jeweller's Orb;Chaos Orb;0.09091;High
Heist;2021-01-11;Jeweller's Orb;Chaos Orb;0.08333;High
Heist;2020-09-18;Orb of Transmutation;Chaos Orb;1;High
Heist;2020-09-19;Orb of Transmutation;Chaos Orb;0.07143;High
Heist;2020-09-20;Orb of Transmutation;Chaos Orb;0.06636;High
Heist;2020-09-21;Orb of Transmutation;Chaos Orb;0.05882;High
Heist;2020-09-22;Orb of Transmutation;Chaos Orb;0.05882;High
Heist;2020-09-23;Orb of Transmutation;Chaos Orb;0.06667;High
Heist;2020-09-24;Orb of Transmutation;Chaos Orb;0.06667;High
Heist;2020-09-25;Orb of Transmutation;Chaos Orb;0.06667;High
Heist;2020-09-26;Orb of Transmutation;Chaos Orb;0.06667;High
Heist;2020-09-27;Orb of Transmutation;Chaos Orb;0.05402;High
Heist;2020-09-28;Orb of Transmutation;Chaos Orb;0.05263;High
Heist;2020-09-29;Orb of Transmutation;Chaos Orb;0.05556;High
Heist;2020-09-30;Orb of Transmutation;Chaos Orb;0.05263;High
Heist;2020-10-01;Orb of Transmutation;Chaos Orb;0.0505;High
Heist;2020-10-02;Orb of Transmutation;Chaos Orb;0.05188;High
Heist;2020-10-03;Orb of Transmutation;Chaos Orb;0.04699;High
Heist;2020-10-04;Orb of Transmutation;Chaos Orb;0.04177;High
Heist;2020-10-05;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-06;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-07;Orb of Transmutation;Chaos Orb;0.0453;High
Heist;2020-10-08;Orb of Transmutation;Chaos Orb;0.04341;High
Heist;2020-10-09;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-10;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-11;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-12;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-13;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-14;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-15;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-16;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-17;Orb of Transmutation;Chaos Orb;0.0449;High
Heist;2020-10-18;Orb of Transmutation;Chaos Orb;0.04497;High
Heist;2020-10-19;Orb of Transmutation;Chaos Orb;0.04272;High
Heist;2020-10-20;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-21;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-22;Orb of Transmutation;Chaos Orb;0.04148;High
Heist;2020-10-23;Orb of Transmutation;Chaos Orb;0.04157;High
Heist;2020-10-24;Orb of Transmutation;Chaos Orb;0.04095;High
Heist;2020-10-25;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-26;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-27;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-28;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-29;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-30;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-10-31;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-11-01;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-11-02;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-11-03;Orb of Transmutation;Chaos Orb;0.04244;High
Heist;2020-11-04;Orb of Transmutation;Chaos Orb;0.04235;High
Heist;2020-11-05;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-11-06;Orb of Transmutation;Chaos Orb;0.04167;High
Heist;2020-11-07;Orb of Transmutation;Chaos Orb;0.04512;High
Heist;2020-11-08;Orb of Transmutation;Chaos Orb;0.0454;High
Heist;2020-11-09;Orb of Transmutation;Chaos Orb;0.04492;High
Heist;2020-11-10;Orb of Transmutation;Chaos Orb;0.04446;High
Heist;2020-11-11;Orb of Transmutation;Chaos Orb;0.04624;High
Heist;2020-11-12;Orb of Transmutation;Chaos Orb;0.04545;High
Heist;2020-11-13;Orb of Transmutation;Chaos Orb;0.04833;High
Heist;2020-11-14;Orb of Transmutation;Chaos Orb;0.0482;High
Heist;2020-11-15;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2020-11-16;Orb of Transmutation;Chaos Orb;0.05499;High
Heist;2020-11-17;Orb of Transmutation;Chaos Orb;0.05882;High
Heist;2020-11-18;Orb of Transmutation;Chaos Orb;0.0625;High
Heist;2020-11-19;Orb of Transmutation;Chaos Orb;0.06667;High
Heist;2020-11-20;Orb of Transmutation;Chaos Orb;0.06634;High
Heist;2020-11-21;Orb of Transmutation;Chaos Orb;0.06136;High
Heist;2020-11-22;Orb of Transmutation;Chaos Orb;0.06481;High
Heist;2020-11-23;Orb of Transmutation;Chaos Orb;0.05882;High
Heist;2020-11-24;Orb of Transmutation;Chaos Orb;0.05833;High
Heist;2020-11-25;Orb of Transmutation;Chaos Orb;0.06289;High
Heist;2020-11-26;Orb of Transmutation;Chaos Orb;0.06667;High
Heist;2020-11-27;Orb of Transmutation;Chaos Orb;0.06667;High
Heist;2020-11-28;Orb of Transmutation;Chaos Orb;0.0625;High
Heist;2020-11-29;Orb of Transmutation;Chaos Orb;0.0585;High
Heist;2020-11-30;Orb of Transmutation;Chaos Orb;0.05493;High
Heist;2020-12-01;Orb of Transmutation;Chaos Orb;0.05556;High
Heist;2020-12-02;Orb of Transmutation;Chaos Orb;0.05556;High
Heist;2020-12-03;Orb of Transmutation;Chaos Orb;0.05556;High
Heist;2020-12-04;Orb of Transmutation;Chaos Orb;0.05556;High
Heist;2020-12-05;Orb of Transmutation;Chaos Orb;0.05555;High
Heist;2020-12-06;Orb of Transmutation;Chaos Orb;0.05467;High
Heist;2020-12-07;Orb of Transmutation;Chaos Orb;0.05263;High
Heist;2020-12-08;Orb of Transmutation;Chaos Orb;0.05556;High
Heist;2020-12-09;Orb of Transmutation;Chaos Orb;0.05556;High
Heist;2020-12-10;Orb of Transmutation;Chaos Orb;0.0528;High
Heist;2020-12-11;Orb of Transmutation;Chaos Orb;0.05414;High
Heist;2020-12-12;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2020-12-13;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2020-12-14;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2020-12-15;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2020-12-16;Orb of Transmutation;Chaos Orb;0.05169;High
Heist;2020-12-17;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2020-12-18;Orb of Transmutation;Chaos Orb;0.05278;High
Heist;2020-12-19;Orb of Transmutation;Chaos Orb;0.05523;High
Heist;2020-12-20;Orb of Transmutation;Chaos Orb;0.05542;High
Heist;2020-12-21;Orb of Transmutation;Chaos Orb;0.05545;High
Heist;2020-12-22;Orb of Transmutation;Chaos Orb;0.05556;High
Heist;2020-12-23;Orb of Transmutation;Chaos Orb;0.05556;High
Heist;2020-12-24;Orb of Transmutation;Chaos Orb;0.05113;High
Heist;2020-12-25;Orb of Transmutation;Chaos Orb;0.05428;High
Heist;2020-12-26;Orb of Transmutation;Chaos Orb;0.05547;High
Heist;2020-12-27;Orb of Transmutation;Chaos Orb;0.05334;High
Heist;2020-12-28;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2020-12-29;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2020-12-30;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2020-12-31;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2021-01-01;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2021-01-02;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2021-01-03;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2021-01-04;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2021-01-05;Orb of Transmutation;Chaos Orb;0.05;High
Heist;2021-01-06;Orb of Transmutation;Chaos Orb;0.04984;High
Heist;2021-01-07;Orb of Transmutation;Chaos Orb;0.0476;High
Heist;2021-01-08;Orb of Transmutation;Chaos Orb;0.04762;High
Heist;2021-01-09;Orb of Transmutation;Chaos Orb;0.04626;High
Heist;2021-01-10;Orb of Transmutation;Chaos Orb;0.04762;High
Heist;2021-01-11;Orb of Transmutation;Chaos Orb;0.04598;High
Heist;2020-09-18;Orb of Scouring;Chaos Orb;0.92038;High
Heist;2020-09-19;Orb of Scouring;Chaos Orb;0.33333;High
Heist;2020-09-20;Orb of Scouring;Chaos Orb;0.40747;High
Heist;2020-09-21;Orb of Scouring;Chaos Orb;0.44444;High
Heist;2020-09-22;Orb of Scouring;Chaos Orb;0.45455;High
Heist;2020-09-23;Orb of Scouring;Chaos Orb;0.45455;High
Heist;2020-09-24;Orb of Scouring;Chaos Orb;0.41556;High
Heist;2020-09-25;Orb of Scouring;Chaos Orb;0.37655;High
Heist;2020-09-26;Orb of Scouring;Chaos Orb;0.36667;High
Heist;2020-09-27;Orb of Scouring;Chaos Orb;0.33333;High
Heist;2020-09-28;Orb of Scouring;Chaos Orb;0.33333;High
Heist;2020-09-29;Orb of Scouring;Chaos Orb;0.36722;High
Heist;2020-09-30;Orb of Scouring;Chaos Orb;0.35714;High
Heist;2020-10-01;Orb of Scouring;Chaos Orb;0.35175;High
Heist;2020-10-02;Orb of Scouring;Chaos Orb;0.33333;High
Heist;2020-10-03;Orb of Scouring;Chaos Orb;0.32787;High
Heist;2020-10-04;Orb of Scouring;Chaos Orb;0.31667;High
Heist;2020-10-05;Orb of Scouring;Chaos Orb;0.31195;High
Heist;2020-10-06;Orb of Scouring;Chaos Orb;0.32258;High
Heist;2020-10-07;Orb of Scouring;Chaos Orb;0.3265;High
Heist;2020-10-08;Orb of Scouring;Chaos Orb;0.32842;High
Heist;2020-10-09;Orb of Scouring;Chaos Orb;0.33333;High
Heist;2020-10-10;Orb of Scouring;Chaos Orb;0.33333;High
Heist;2020-10-11;Orb of Scouring;Chaos Orb;0.33709;High
Heist;2020-10-12;Orb of Scouring;Chaos Orb;0.41667;High
Heist;2020-10-13;Orb of Scouring;Chaos Orb;0.41667;High
Heist;2020-10-14;Orb of Scouring;Chaos Orb;0.43333;High
Heist;2020-10-15;Orb of Scouring;Chaos Orb;0.41992;High
Heist;2020-10-16;Orb of Scouring;Chaos Orb;0.41612;High
Heist;2020-10-17;Orb of Scouring;Chaos Orb;0.41667;High
Heist;2020-10-18;Orb of Scouring;Chaos Orb;0.42775;High
Heist;2020-10-19;Orb of Scouring;Chaos Orb;0.42806;High
Heist;2020-10-20;Orb of Scouring;Chaos Orb;0.43191;High
Heist;2020-10-21;Orb of Scouring;Chaos Orb;0.43331;High
Heist;2020-10-22;Orb of Scouring;Chaos Orb;0.33333;High
Heist;2020-10-23;Orb of Scouring;Chaos Orb;0.32209;High
Heist;2020-10-24;Orb of Scouring;Chaos Orb;0.32569;High
Heist;2020-10-25;Orb of Scouring;Chaos Orb;0.33333;High
Heist;2020-10-26;Orb of Scouring;Chaos Orb;0.3638;High
Heist;2020-10-27;Orb of Scouring;Chaos Orb;0.37037;High
Heist;2020-10-28;Orb of Scouring;Chaos Orb;0.38889;High
Heist;2020-10-29;Orb of Scouring;Chaos Orb;0.4;High
Heist;2020-10-30;Orb of Scouring;Chaos Orb;0.42509;High
Heist;2020-10-31;Orb of Scouring;Chaos Orb;0.42745;High
Heist;2020-11-01;Orb of Scouring;Chaos Orb;0.41667;High
Heist;2020-11-02;Orb of Scouring;Chaos Orb;0.43025;High
Heist;2020-11-03;Orb of Scouring;Chaos Orb;0.43478;High
Heist;2020-11-04;Orb of Scouring;Chaos Orb;0.43505;High
Heist;2020-11-05;Orb of Scouring;Chaos Orb;0.43478;High
Heist;2020-11-06;Orb of Scouring;Chaos Orb;0.43998;High
Heist;2020-11-07;Orb of Scouring;Chaos Orb;0.44357;High
Heist;2020-11-08;Orb of Scouring;Chaos Orb;0.4413;High
Heist;2020-11-09;Orb of Scouring;Chaos Orb;0.44444;High
Heist;2020-11-10;Orb of Scouring;Chaos Orb;0.45276;High
Heist;2020-11-11;Orb of Scouring;Chaos Orb;0.44892;High
Heist;2020-11-12;Orb of Scouring;Chaos Orb;0.45455;High
Heist;2020-11-13;Orb of Scouring;Chaos Orb;0.45296;High
Heist;2020-11-14;Orb of Scouring;Chaos Orb;0.44892;High
Heist;2020-11-15;Orb of Scouring;Chaos Orb;0.43478;High
Heist;2020-11-16;Orb of Scouring;Chaos Orb;0.41667;High
Heist;2020-11-17;Orb of Scouring;Chaos Orb;0.41667;High
Heist;2020-11-18;Orb of Scouring;Chaos Orb;0.41667;High
Heist;2020-11-19;Orb of Scouring;Chaos Orb;0.41667;High
Heist;2020-11-20;Orb of Scouring;Chaos Orb;0.41322;High
Heist;2020-11-21;Orb of Scouring;Chaos Orb;0.40659;High
Heist;2020-11-22;Orb of Scouring;Chaos Orb;0.4;High
Heist;2020-11-23;Orb of Scouring;Chaos Orb;0.4;High
Heist;2020-11-24;Orb of Scouring;Chaos Orb;0.39268;High
Heist;2020-11-25;Orb of Scouring;Chaos Orb;0.38462;High
Heist;2020-11-26;Orb of Scouring;Chaos Orb;0.38462;High
Heist;2020-11-27;Orb of Scouring;Chaos Orb;0.38462;High
Heist;2020-11-28;Orb of Scouring;Chaos Orb;0.38549;High
Heist;2020-11-29;Orb of Scouring;Chaos Orb;0.38105;High
Heist;2020-11-30;Orb of Scouring;Chaos Orb;0.37944;High
Heist;2020-12-01;Orb of Scouring;Chaos Orb;0.37934;High
Heist;2020-12-02;Orb of Scouring;Chaos Orb;0.36848;High
Heist;2020-12-03;Orb of Scouring;Chaos Orb;0.36668;High
Heist;2020-12-04;Orb of Scouring;Chaos Orb;0.36624;High
Heist;2020-12-05;Orb of Scouring;Chaos Orb;0.36024;High
Heist;2020-12-06;Orb of Scouring;Chaos Orb;0.36162;High
Heist;2020-12-07;Orb of Scouring;Chaos Orb;0.34986;High
Heist;2020-12-08;Orb of Scouring;Chaos Orb;0.33241;High
Heist;2020-12-09;Orb of Scouring;Chaos Orb;0.33633;High
Heist;2020-12-10;Orb of Scouring;Chaos Orb;0.34123;High
Heist;2020-12-11;Orb of Scouring;Chaos Orb;0.34935;High
Heist;2020-12-12;Orb of Scouring;Chaos Orb;0.34965;High
Heist;2020-12-13;Orb of Scouring;Chaos Orb;0.34823;High
Heist;2020-12-14;Orb of Scouring;Chaos Orb;0.35279;High
Heist;2020-12-15;Orb of Scouring;Chaos Orb;0.34869;High
Heist;2020-12-16;Orb of Scouring;Chaos Orb;0.33688;High
Heist;2020-12-17;Orb of Scouring;Chaos Orb;0.33005;High
Heist;2020-12-18;Orb of Scouring;Chaos Orb;0.32981;High
Heist;2020-12-19;Orb of Scouring;Chaos Orb;0.32133;High
Heist;2020-12-20;Orb of Scouring;Chaos Orb;0.30742;High
Heist;2020-12-21;Orb of Scouring;Chaos Orb;0.30464;High
Heist;2020-12-22;Orb of Scouring;Chaos Orb;0.30302;High
Heist;2020-12-23;Orb of Scouring;Chaos Orb;0.30266;High
Heist;2020-12-24;Orb of Scouring;Chaos Orb;0.30364;High
Heist;2020-12-25;Orb of Scouring;Chaos Orb;0.30327;High
Heist;2020-12-26;Orb of Scouring;Chaos Orb;0.29134;High
Heist;2020-12-27;Orb of Scouring;Chaos Orb;0.29371;High
Heist;2020-12-28;Orb of Scouring;Chaos Orb;0.28662;High
Heist;2020-12-29;Orb of Scouring;Chaos Orb;0.2816;High
Heist;2020-12-30;Orb of Scouring;Chaos Orb;0.28561;High
Heist;2020-12-31;Orb of Scouring;Chaos Orb;0.2816;High
Heist;2021-01-01;Orb of Scouring;Chaos Orb;0.28249;High
Heist;2021-01-02;Orb of Scouring;Chaos Orb;0.2944;High
Heist;2021-01-03;Orb of Scouring;Chaos Orb;0.297;High
Heist;2021-01-04;Orb of Scouring;Chaos Orb;0.30175;High
Heist;2021-01-05;Orb of Scouring;Chaos Orb;0.3047;High
Heist;2021-01-06;Orb of Scouring;Chaos Orb;0.3047;High
Heist;2021-01-07;Orb of Scouring;Chaos Orb;0.30381;High
Heist;2021-01-08;Orb of Scouring;Chaos Orb;0.30493;High
Heist;2021-01-09;Orb of Scouring;Chaos Orb;0.3014;High
Heist;2021-01-10;Orb of Scouring;Chaos Orb;0.3024;High
Heist;2021-01-11;Orb of Scouring;Chaos Orb;0.30806;High
Heist;2020-09-18;Orb of Fusing;Chaos Orb;0.5;High
Heist;2020-09-19;Orb of Fusing;Chaos Orb;0.2;High
Heist;2020-09-20;Orb of Fusing;Chaos Orb;0.27027;High
Heist;2020-09-21;Orb of Fusing;Chaos Orb;0.33333;High
Heist;2020-09-22;Orb of Fusing;Chaos Orb;0.38861;High
Heist;2020-09-23;Orb of Fusing;Chaos Orb;0.41667;High
Heist;2020-09-24;Orb of Fusing;Chaos Orb;0.41667;High
Heist;2020-09-25;Orb of Fusing;Chaos Orb;0.4162;High
Heist;2020-09-26;Orb of Fusing;Chaos Orb;0.4;High
Heist;2020-09-27;Orb of Fusing;Chaos Orb;0.37037;High
Heist;2020-09-28;Orb of Fusing;Chaos Orb;0.34483;High
Heist;2020-09-29;Orb of Fusing;Chaos Orb;0.38462;High
Heist;2020-09-30;Orb of Fusing;Chaos Orb;0.35115;High
Heist;2020-10-01;Orb of Fusing;Chaos Orb;0.33333;High
Heist;2020-10-02;Orb of Fusing;Chaos Orb;0.3222;High
Heist;2020-10-03;Orb of Fusing;Chaos Orb;0.27188;High
Heist;2020-10-04;Orb of Fusing;Chaos Orb;0.26316;High
Heist;2020-10-05;Orb of Fusing;Chaos Orb;0.25791;High
Heist;2020-10-06;Orb of Fusing;Chaos Orb;0.26316;High
Heist;2020-10-07;Orb of Fusing;Chaos Orb;0.26316;High
Heist;2020-10-08;Orb of Fusing;Chaos Orb;0.23932;High
Heist;2020-10-09;Orb of Fusing;Chaos Orb;0.24974;High
Heist;2020-10-10;Orb of Fusing;Chaos Orb;0.25641;High
Heist;2020-10-11;Orb of Fusing;Chaos Orb;0.25641;High
Heist;2020-10-12;Orb of Fusing;Chaos Orb;0.26316;High
Heist;2020-10-13;Orb of Fusing;Chaos Orb;0.26054;High
Heist;2020-10-14;Orb of Fusing;Chaos Orb;0.26233;High
Heist;2020-10-15;Orb of Fusing;Chaos Orb;0.25838;High
Heist;2020-10-16;Orb of Fusing;Chaos Orb;0.2533;High
Heist;2020-10-17;Orb of Fusing;Chaos Orb;0.25;High
Heist;2020-10-18;Orb of Fusing;Chaos Orb;0.25632;High
Heist;2020-10-19;Orb of Fusing;Chaos Orb;0.25641;High
Heist;2020-10-20;Orb of Fusing;Chaos Orb;0.23992;High
Heist;2020-10-21;Orb of Fusing;Chaos Orb;0.22727;High
Heist;2020-10-22;Orb of Fusing;Chaos Orb;0.19231;High
Heist;2020-10-23;Orb of Fusing;Chaos Orb;0.16667;High
Heist;2020-10-24;Orb of Fusing;Chaos Orb;0.16667;High
Heist;2020-10-25;Orb of Fusing;Chaos Orb;0.19451;High
Heist;2020-10-26;Orb of Fusing;Chaos Orb;0.20833;High
Heist;2020-10-27;Orb of Fusing;Chaos Orb;0.22222;High
Heist;2020-10-28;Orb of Fusing;Chaos Orb;0.23596;High
Heist;2020-10-29;Orb of Fusing;Chaos Orb;0.24595;High
Heist;2020-10-30;Orb of Fusing;Chaos Orb;0.26716;High
Heist;2020-10-31;Orb of Fusing;Chaos Orb;0.28093;High
Heist;2020-11-01;Orb of Fusing;Chaos Orb;0.29412;High
