League,Date,Get,Pay,Value,Confidence,daysIntoLeague
Ritual,2021-02-21,Orb of Alteration,Chaos Orb,0.33333,High,38
Ritual,2021-02-22,Orb of Alteration,Chaos Orb,0.35165,High,39
Ritual,2021-02-23,Orb of Alteration,Chaos Orb,0.34878,High,40
Ritual,2021-02-24,Orb of Alteration,Chaos Orb,0.35714,High,41
Ritual,2021-02-25,Orb of Alteration,Chaos Orb,0.37037,High,42
Ritual,2021-02-26,Orb of Alteration,Chaos Orb,0.37178,High,43
Ritual,2021-02-27,Orb of Alteration,Chaos Orb,0.37037,High,44
Ritual,2021-02-28,Orb of Alteration,Chaos Orb,0.36764,High,45
Ritual,2021-03-01,Orb of Alteration,Chaos Orb,0.36449,High,46
Ritual,2021-03-02,Orb of Alteration,Chaos Orb,0.364,High,47
Ritual,2021-03-03,Orb of Alteration,Chaos Orb,0.36214,High,48
Ritual,2021-03-04,Orb of Alteration,Chaos Orb,0.35738,High,49
Ritual,2021-03-05,Orb of Alteration,Chaos Orb,0.35853,High,50
Ritual,2021-03-06,Orb of Alteration,Chaos Orb,0.35714,High,51
Ritual,2021-03-07,Orb of Alteration,Chaos Orb,0.35377,High,52
Ritual,2021-03-08,Orb of Alteration,Chaos Orb,0.34491,High,53
Ritual,2021-03-09,Orb of Alteration,Chaos Orb,0.33505,High,54
Ritual,2021-03-10,Orb of Alteration,Chaos Orb,0.32785,High,55
Ritual,2021-03-11,Orb of Alteration,Chaos Orb,0.3177,High,56
Ritual,2021-03-12,Orb of Alteration,Chaos Orb,0.30329,High,57
Ritual,2021-03-13,Orb of Alteration,Chaos Orb,0.29048,High,58
Ritual,2021-03-14,Orb of Alteration,Chaos Orb,0.26889,High,59
Ritual,2021-03-15,Orb of Alteration,Chaos Orb,0.26123,High,60
Ritual,2021-03-16,Orb of Alteration,Chaos Orb,0.26112,High,61
Ritual,2021-03-17,Orb of Alteration,Chaos Orb,0.26112,High,62
Ritual,2021-03-18,Orb of Alteration,Chaos Orb,0.26011,High,63
Ritual,2021-03-19,Orb of Alteration,Chaos Orb,0.25869,High,64
Ritual,2021-03-20,Orb of Alteration,Chaos Orb,0.25806,High,65
Ritual,2021-03-21,Orb of Alteration,Chaos Orb,0.25397,High,66
Ritual,2021-03-22,Orb of Alteration,Chaos Orb,0.25149,High,67
Ritual,2021-03-23,Orb of Alteration,Chaos Orb,0.25148,High,68
Ritual,2021-03-24,Orb of Alteration,Chaos Orb,0.25194,High,69
Ritual,2021-03-25,Orb of Alteration,Chaos Orb,0.24888,High,70
Ritual,2021-03-26,Orb of Alteration,Chaos Orb,0.24693,High,71
Ritual,2021-03-27,Orb of Alteration,Chaos Orb,0.24276,High,72
Ritual,2021-03-28,Orb of Alteration,Chaos Orb,0.24276,High,73
Ritual,2021-03-29,Orb of Alteration,Chaos Orb,0.24071,High,74
Ritual,2021-03-30,Orb of Alteration,Chaos Orb,0.23888,High,75
Ritual,2021-03-31,Orb of Alteration,Chaos Orb,0.23841,High,76
Ritual,2021-04-01,Orb of Alteration,Chaos Orb,0.23807,High,77
Ritual,2021-04-02,Orb of Alteration,Chaos Orb,0.2381,High,78
Ritual,2021-04-03,Orb of Alteration,Chaos Orb,0.2378,High,79
Ritual,2021-04-04,Orb of Alteration,Chaos Orb,0.23958,High,80
Ritual,2021-04-05,Orb of Alteration,Chaos Orb,0.23827,High,81
Ritual,2021-04-06,Orb of Alteration,Chaos Orb,0.24004,High,82
Ritual,2021-04-07,Orb of Alteration,Chaos Orb,0.23999,High,83
Ritual,2021-04-08,Orb of Alteration,Chaos Orb,0.24209,High,84
Ritual,2021-04-09,Orb of Alteration,Chaos Orb,0.24325,High,85
Ritual,2021-04-10,Orb of Alteration,Chaos Orb,0.24384,High,86
Ritual,2021-04-11,Orb of Alteration,Chaos Orb,0.2439,High,87
Ritual,2021-04-12,Orb of Alteration,Chaos Orb,0.2439,High,88
Ritual,2021-01-15,Armourer's Scrap,Chaos Orb,0.11299,High,1
Ritual,2021-01-16,Armourer's Scrap,Chaos Orb,0.04158,High,2
Ritual,2021-01-17,Armourer's Scrap,Chaos Orb,0.04348,High,3
Ritual,2021-01-18,Armourer's Scrap,Chaos Orb,0.04348,High,4
Ritual,2021-01-19,Armourer's Scrap,Chaos Orb,0.04762,High,5
Ritual,2021-01-20,Armourer's Scrap,Chaos Orb,0.05,High,6
Ritual,2021-01-21,Armourer's Scrap,Chaos Orb,0.05,High,7
Ritual,2021-01-22,Armourer's Scrap,Chaos Orb,0.04806,High,8
Ritual,2021-01-23,Armourer's Scrap,Chaos Orb,0.0469,High,9
Ritual,2021-01-24,Armourer's Scrap,Chaos Orb,0.04876,High,10
Ritual,2021-01-25,Armourer's Scrap,Chaos Orb,0.04782,High,11
Ritual,2021-01-26,Armourer's Scrap,Chaos Orb,0.04628,High,12
Ritual,2021-01-27,Armourer's Scrap,Chaos Orb,0.04545,High,13
Ritual,2021-01-28,Armourer's Scrap,Chaos Orb,0.04546,High,14
Ritual,2021-01-29,Armourer's Scrap,Chaos Orb,0.04545,High,15
Ritual,2021-01-30,Armourer's Scrap,Chaos Orb,0.04545,High,16
Ritual,2021-01-31,Armourer's Scrap,Chaos Orb,0.04545,High,17
Ritual,2021-02-01,Armourer's Scrap,Chaos Orb,0.04445,High,18
Ritual,2021-02-02,Armourer's Scrap,Chaos Orb,0.04346,High,19
Ritual,2021-02-03,Armourer's Scrap,Chaos Orb,0.04167,High,20
Ritual,2021-02-04,Armourer's Scrap,Chaos Orb,0.04167,High,21
Ritual,2021-02-05,Armourer's Scrap,Chaos Orb,0.04167,High,22
Ritual,2021-02-06,Armourer's Scrap,Chaos Orb,0.04167,High,23
Ritual,2021-02-07,Armourer's Scrap,Chaos Orb,0.04167,High,24
Ritual,2021-02-08,Armourer's Scrap,Chaos Orb,0.04167,High,25
Ritual,2021-02-09,Armourer's Scrap,Chaos Orb,0.04348,High,26
Ritual,2021-02-10,Armourer's Scrap,Chaos Orb,0.04348,High,27
Ritual,2021-02-11,Armourer's Scrap,Chaos Orb,0.04167,High,28
Ritual,2021-02-12,Armourer's Scrap,Chaos Orb,0.04167,High,29
Ritual,2021-02-13,Armourer's Scrap,Chaos Orb,0.04162,High,30
Ritual,2021-02-14,Armourer's Scrap,Chaos Orb,0.04132,High,31
Ritual,2021-02-15,Armourer's Scrap,Chaos Orb,0.04079,High,32
Ritual,2021-02-16,Armourer's Scrap,Chaos Orb,0.04167,High,33
Ritual,2021-02-17,Armourer's Scrap,Chaos Orb,0.04165,High,34
Ritual,2021-02-18,Armourer's Scrap,Chaos Orb,0.04167,High,35
Ritual,2021-02-19,Armourer's Scrap,Chaos Orb,0.04167,High,36
Ritual,2021-02-20,Armourer's Scrap,Chaos Orb,0.04167,High,37
Ritual,2021-02-21,Armourer's Scrap,Chaos Orb,0.04132,High,38
Ritual,2021-02-22,Armourer's Scrap,Chaos Orb,0.04167,High,39
Ritual,2021-02-23,Armourer's Scrap,Chaos Orb,0.04167,High,40
Ritual,2021-02-24,Armourer's Scrap,Chaos Orb,0.04167,High,41
Ritual,2021-02-25,Armourer's Scrap,Chaos Orb,0.04167,High,42
Ritual,2021-02-26,Armourer's Scrap,Chaos Orb,0.04156,High,43
Ritual,2021-02-27,Armourer's Scrap,Chaos Orb,0.04135,High,44
Ritual,2021-02-28,Armourer's Scrap,Chaos Orb,0.04142,High,45
Ritual,2021-03-01,Armourer's Scrap,Chaos Orb,0.04156,High,46
Ritual,2021-03-02,Armourer's Scrap,Chaos Orb,0.04149,High,47
Ritual,2021-03-03,Armourer's Scrap,Chaos Orb,0.04069,High,48
Ritual,2021-03-04,Armourer's Scrap,Chaos Orb,0.04109,High,49
Ritual,2021-03-05,Armourer's Scrap,Chaos Orb,0.04138,High,50
Ritual,2021-03-06,Armourer's Scrap,Chaos Orb,0.0416,High,51
Ritual,2021-03-07,Armourer's Scrap,Chaos Orb,0.04017,High,52
Ritual,2021-03-08,Armourer's Scrap,Chaos Orb,0.0401,High,53
Ritual,2021-03-09,Armourer's Scrap,Chaos Orb,0.04,High,54
Ritual,2021-03-10,Armourer's Scrap,Chaos Orb,0.04132,High,55
Ritual,2021-03-11,Armourer's Scrap,Chaos Orb,0.04114,High,56
Ritual,2021-03-12,Armourer's Scrap,Chaos Orb,0.04132,High,57
Ritual,2021-03-13,Armourer's Scrap,Chaos Orb,0.04,High,58
Ritual,2021-03-14,Armourer's Scrap,Chaos Orb,0.04167,High,59
Ritual,2021-03-15,Armourer's Scrap,Chaos Orb,0.04,High,60
Ritual,2021-03-16,Armourer's Scrap,Chaos Orb,0.04,High,61
Ritual,2021-03-17,Armourer's Scrap,Chaos Orb,0.04121,High,62
Ritual,2021-03-18,Armourer's Scrap,Chaos Orb,0.04167,High,63
Ritual,2021-03-19,Armourer's Scrap,Chaos Orb,0.04167,High,64
Ritual,2021-03-20,Armourer's Scrap,Chaos Orb,0.04167,High,65
Ritual,2021-03-21,Armourer's Scrap,Chaos Orb,0.04022,High,66
Ritual,2021-03-22,Armourer's Scrap,Chaos Orb,0.04,High,67
Ritual,2021-03-23,Armourer's Scrap,Chaos Orb,0.04,High,68
Ritual,2021-03-24,Armourer's Scrap,Chaos Orb,0.04,High,69
Ritual,2021-03-25,Armourer's Scrap,Chaos Orb,0.04,High,70
Ritual,2021-03-26,Armourer's Scrap,Chaos Orb,0.03998,High,71
Ritual,2021-03-27,Armourer's Scrap,Chaos Orb,0.04,High,72
Ritual,2021-03-28,Armourer's Scrap,Chaos Orb,0.04,High,73
Ritual,2021-03-29,Armourer's Scrap,Chaos Orb,0.03858,High,74
Ritual,2021-03-30,Armourer's Scrap,Chaos Orb,0.03882,High,75
Ritual,2021-03-31,Armourer's Scrap,Chaos Orb,0.03928,High,76
Ritual,2021-04-01,Armourer's Scrap,Chaos Orb,0.04,High,77
Ritual,2021-04-02,Armourer's Scrap,Chaos Orb,0.03846,High,78
Ritual,2021-04-03,Armourer's Scrap,Chaos Orb,0.03846,High,79
Ritual,2021-04-04,Armourer's Scrap,Chaos Orb,0.03846,High,80
Ritual,2021-04-05,Armourer's Scrap,Chaos Orb,0.03846,High,81
Ritual,2021-04-06,Armourer's Scrap,Chaos Orb,0.03846,High,82
Ritual,2021-04-07,Armourer's Scrap,Chaos Orb,0.03846,High,83
Ritual,2021-04-08,Armourer's Scrap,Chaos Orb,0.03846,High,84
Ritual,2021-04-09,Armourer's Scrap,Chaos Orb,0.03846,High,85
Ritual,2021-04-10,Armourer's Scrap,Chaos Orb,0.03846,High,86
Ritual,2021-04-11,Armourer's Scrap,Chaos Orb,0.03846,High,87
Ritual,2021-04-12,Armourer's Scrap,Chaos Orb,0.03846,High,88
Ritual,2021-01-15,Blacksmith's Whetstone,Chaos Orb,0.33333,High,1
Ritual,2021-01-16,Blacksmith's Whetstone,Chaos Orb,0.05246,High,2
Ritual,2021-01-17,Blacksmith's Whetstone,Chaos Orb,0.04762,High,3
Ritual,2021-01-18,Blacksmith's Whetstone,Chaos Orb,0.04545,High,4
Ritual,2021-01-19,Blacksmith's Whetstone,Chaos Orb,0.04545,High,5
Ritual,2021-01-20,Blacksmith's Whetstone,Chaos Orb,0.04925,High,6
Ritual,2021-01-21,Blacksmith's Whetstone,Chaos Orb,0.05431,High,7
Ritual,2021-01-22,Blacksmith's Whetstone,Chaos Orb,0.0518,High,8
Ritual,2021-01-23,Blacksmith's Whetstone,Chaos Orb,0.05009,High,9
Ritual,2021-01-24,Blacksmith's Whetstone,Chaos Orb,0.05,High,10
Ritual,2021-01-25,Blacksmith's Whetstone,Chaos Orb,0.04828,High,11
Ritual,2021-01-26,Blacksmith's Whetstone,Chaos Orb,0.04762,High,12
Ritual,2021-01-27,Blacksmith's Whetstone,Chaos Orb,0.04615,High,13
Ritual,2021-01-28,Blacksmith's Whetstone,Chaos Orb,0.04678,High,14
Ritual,2021-01-29,Blacksmith's Whetstone,Chaos Orb,0.04545,High,15
Ritual,2021-01-30,Blacksmith's Whetstone,Chaos Orb,0.04545,High,16
Ritual,2021-01-31,Blacksmith's Whetstone,Chaos Orb,0.04348,High,17
Ritual,2021-02-01,Blacksmith's Whetstone,Chaos Orb,0.04348,High,18
Ritual,2021-02-02,Blacksmith's Whetstone,Chaos Orb,0.04348,High,19
Ritual,2021-02-03,Blacksmith's Whetstone,Chaos Orb,0.04167,High,20
Ritual,2021-02-04,Blacksmith's Whetstone,Chaos Orb,0.0427,High,21
Ritual,2021-02-05,Blacksmith's Whetstone,Chaos Orb,0.04167,High,22
Ritual,2021-02-06,Blacksmith's Whetstone,Chaos Orb,0.04167,High,23
Ritual,2021-02-07,Blacksmith's Whetstone,Chaos Orb,0.04333,High,24
Ritual,2021-02-08,Blacksmith's Whetstone,Chaos Orb,0.04348,High,25
Ritual,2021-02-09,Blacksmith's Whetstone,Chaos Orb,0.04348,High,26
Ritual,2021-02-10,Blacksmith's Whetstone,Chaos Orb,0.04348,High,27
Ritual,2021-02-11,Blacksmith's Whetstone,Chaos Orb,0.04167,High,28
Ritual,2021-02-12,Blacksmith's Whetstone,Chaos Orb,0.04167,High,29
Ritual,2021-02-13,Blacksmith's Whetstone,Chaos Orb,0.04348,High,30
Ritual,2021-02-14,Blacksmith's Whetstone,Chaos Orb,0.04167,High,31
Ritual,2021-02-15,Blacksmith's Whetstone,Chaos Orb,0.04167,High,32
Ritual,2021-02-16,Blacksmith's Whetstone,Chaos Orb,0.04167,High,33
Ritual,2021-02-17,Blacksmith's Whetstone,Chaos Orb,0.04167,High,34
Ritual,2021-02-18,Blacksmith's Whetstone,Chaos Orb,0.04167,High,35
Ritual,2021-02-19,Blacksmith's Whetstone,Chaos Orb,0.04167,High,36
Ritual,2021-02-20,Blacksmith's Whetstone,Chaos Orb,0.04167,High,37
Ritual,2021-02-21,Blacksmith's Whetstone,Chaos Orb,0.04167,High,38
Ritual,2021-02-22,Blacksmith's Whetstone,Chaos Orb,0.04162,High,39
Ritual,2021-02-23,Blacksmith's Whetstone,Chaos Orb,0.04167,High,40
Ritual,2021-02-24,Blacksmith's Whetstone,Chaos Orb,0.04167,High,41
Ritual,2021-02-25,Blacksmith's Whetstone,Chaos Orb,0.04167,High,42
Ritual,2021-02-26,Blacksmith's Whetstone,Chaos Orb,0.04167,High,43
Ritual,2021-02-27,Blacksmith's Whetstone,Chaos Orb,0.04163,High,44
Ritual,2021-02-28,Blacksmith's Whetstone,Chaos Orb,0.04117,High,45
Ritual,2021-03-01,Blacksmith's Whetstone,Chaos Orb,0.0402,High,46
Ritual,2021-03-02,Blacksmith's Whetstone,Chaos Orb,0.04123,High,47
Ritual,2021-03-03,Blacksmith's Whetstone,Chaos Orb,0.04152,High,48
Ritual,2021-03-04,Blacksmith's Whetstone,Chaos Orb,0.04167,High,49
Ritual,2021-03-05,Blacksmith's Whetstone,Chaos Orb,0.04167,High,50
Ritual,2021-03-06,Blacksmith's Whetstone,Chaos Orb,0.04167,High,51
Ritual,2021-03-07,Blacksmith's Whetstone,Chaos Orb,0.04167,High,52
Ritual,2021-03-08,Blacksmith's Whetstone,Chaos Orb,0.04167,High,53
Ritual,2021-03-09,Blacksmith's Whetstone,Chaos Orb,0.04167,High,54
Ritual,2021-03-10,Blacksmith's Whetstone,Chaos Orb,0.04167,High,55
Ritual,2021-03-11,Blacksmith's Whetstone,Chaos Orb,0.04165,High,56
Ritual,2021-03-12,Blacksmith's Whetstone,Chaos Orb,0.04163,High,57
Ritual,2021-03-13,Blacksmith's Whetstone,Chaos Orb,0.04155,High,58
Ritual,2021-03-14,Blacksmith's Whetstone,Chaos Orb,0.04097,High,59
Ritual,2021-03-15,Blacksmith's Whetstone,Chaos Orb,0.04139,High,60
Ritual,2021-03-16,Blacksmith's Whetstone,Chaos Orb,0.04149,High,61
Ritual,2021-03-17,Blacksmith's Whetstone,Chaos Orb,0.04158,High,62
Ritual,2021-03-18,Blacksmith's Whetstone,Chaos Orb,0.04,High,63
Ritual,2021-03-19,Blacksmith's Whetstone,Chaos Orb,0.04149,High,64
Ritual,2021-03-20,Blacksmith's Whetstone,Chaos Orb,0.04166,High,65
Ritual,2021-03-21,Blacksmith's Whetstone,Chaos Orb,0.04,High,66
Ritual,2021-03-22,Blacksmith's Whetstone,Chaos Orb,0.04,High,67
Ritual,2021-03-23,Blacksmith's Whetstone,Chaos Orb,0.04,High,68
Ritual,2021-03-24,Blacksmith's Whetstone,Chaos Orb,0.04113,High,69
Ritual,2021-03-25,Blacksmith's Whetstone,Chaos Orb,0.04105,High,70
Ritual,2021-03-26,Blacksmith's Whetstone,Chaos Orb,0.04,High,71
Ritual,2021-03-27,Blacksmith's Whetstone,Chaos Orb,0.04,High,72
Ritual,2021-03-28,Blacksmith's Whetstone,Chaos Orb,0.03941,High,73
Ritual,2021-03-29,Blacksmith's Whetstone,Chaos Orb,0.03846,High,74
Ritual,2021-03-30,Blacksmith's Whetstone,Chaos Orb,0.03846,High,75
Ritual,2021-03-31,Blacksmith's Whetstone,Chaos Orb,0.03945,High,76
Ritual,2021-04-01,Blacksmith's Whetstone,Chaos Orb,0.03997,High,77
Ritual,2021-04-02,Blacksmith's Whetstone,Chaos Orb,0.03871,High,78
Ritual,2021-04-03,Blacksmith's Whetstone,Chaos Orb,0.03846,High,79
Ritual,2021-04-04,Blacksmith's Whetstone,Chaos Orb,0.03846,High,80
Ritual,2021-04-05,Blacksmith's Whetstone,Chaos Orb,0.03846,High,81
Ritual,2021-04-06,Blacksmith's Whetstone,Chaos Orb,0.03846,High,82
Ritual,2021-04-07,Blacksmith's Whetstone,Chaos Orb,0.03793,High,83
Ritual,2021-04-08,Blacksmith's Whetstone,Chaos Orb,0.03812,High,84
Ritual,2021-04-09,Blacksmith's Whetstone,Chaos Orb,0.03549,High,85
Ritual,2021-04-10,Blacksmith's Whetstone,Chaos Orb,0.03791,High,86
Ritual,2021-04-11,Blacksmith's Whetstone,Chaos Orb,0.0372,High,87
Ritual,2021-04-12,Blacksmith's Whetstone,Chaos Orb,0.03764,High,88
Ritual,2021-01-15,Orb of Transmutation,Chaos Orb,0.15295,High,1
Ritual,2021-01-16,Orb of Transmutation,Chaos Orb,0.04545,High,2
Ritual,2021-01-17,Orb of Transmutation,Chaos Orb,0.04167,High,3
Ritual,2021-01-18,Orb of Transmutation,Chaos Orb,0.04167,High,4
Ritual,2021-01-19,Orb of Transmutation,Chaos Orb,0.04545,High,5
Ritual,2021-01-20,Orb of Transmutation,Chaos Orb,0.04545,High,6
Ritual,2021-01-21,Orb of Transmutation,Chaos Orb,0.05,High,7
Ritual,2021-01-22,Orb of Transmutation,Chaos Orb,0.05004,High,8
Ritual,2021-01-23,Orb of Transmutation,Chaos Orb,0.05006,High,9
Ritual,2021-01-24,Orb of Transmutation,Chaos Orb,0.0505,High,10
Ritual,2021-01-25,Orb of Transmutation,Chaos Orb,0.05,High,11
Ritual,2021-01-26,Orb of Transmutation,Chaos Orb,0.04762,High,12
Ritual,2021-01-27,Orb of Transmutation,Chaos Orb,0.04762,High,13
Ritual,2021-01-28,Orb of Transmutation,Chaos Orb,0.04762,High,14
Ritual,2021-01-29,Orb of Transmutation,Chaos Orb,0.04545,High,15
Ritual,2021-01-30,Orb of Transmutation,Chaos Orb,0.04545,High,16
Ritual,2021-01-31,Orb of Transmutation,Chaos Orb,0.04545,High,17
Ritual,2021-02-01,Orb of Transmutation,Chaos Orb,0.04545,High,18
Ritual,2021-02-02,Orb of Transmutation,Chaos Orb,0.04545,High,19
Ritual,2021-02-03,Orb of Transmutation,Chaos Orb,0.04481,High,20
Ritual,2021-02-04,Orb of Transmutation,Chaos Orb,0.04545,High,21
Ritual,2021-02-05,Orb of Transmutation,Chaos Orb,0.04404,High,22
Ritual,2021-02-06,Orb of Transmutation,Chaos Orb,0.04348,High,23
Ritual,2021-02-07,Orb of Transmutation,Chaos Orb,0.04458,High,24
Ritual,2021-02-08,Orb of Transmutation,Chaos Orb,0.04348,High,25
Ritual,2021-02-09,Orb of Transmutation,Chaos Orb,0.0435,High,26
Ritual,2021-02-10,Orb of Transmutation,Chaos Orb,0.0443,High,27
Ritual,2021-02-11,Orb of Transmutation,Chaos Orb,0.04545,High,28
Ritual,2021-02-12,Orb of Transmutation,Chaos Orb,0.04524,High,29
Ritual,2021-02-13,Orb of Transmutation,Chaos Orb,0.04457,High,30
Ritual,2021-02-14,Orb of Transmutation,Chaos Orb,0.04342,High,31
Ritual,2021-02-15,Orb of Transmutation,Chaos Orb,0.04238,High,32
Ritual,2021-02-16,Orb of Transmutation,Chaos Orb,0.04203,High,33
Ritual,2021-02-17,Orb of Transmutation,Chaos Orb,0.04331,High,34
Ritual,2021-02-18,Orb of Transmutation,Chaos Orb,0.04348,High,35
Ritual,2021-02-19,Orb of Transmutation,Chaos Orb,0.04233,High,36
Ritual,2021-02-20,Orb of Transmutation,Chaos Orb,0.04309,High,37
Ritual,2021-02-21,Orb of Transmutation,Chaos Orb,0.04167,High,38
Ritual,2021-02-22,Orb of Transmutation,Chaos Orb,0.04286,High,39
Ritual,2021-02-23,Orb of Transmutation,Chaos Orb,0.04167,High,40
Ritual,2021-02-24,Orb of Transmutation,Chaos Orb,0.04167,High,41
Ritual,2021-02-25,Orb of Transmutation,Chaos Orb,0.04167,High,42
Ritual,2021-02-26,Orb of Transmutation,Chaos Orb,0.04167,High,43
Ritual,2021-02-27,Orb of Transmutation,Chaos Orb,0.04167,High,44
Ritual,2021-02-28,Orb of Transmutation,Chaos Orb,0.04167,High,45
Ritual,2021-03-01,Orb of Transmutation,Chaos Orb,0.04167,High,46
Ritual,2021-03-02,Orb of Transmutation,Chaos Orb,0.04167,High,47
Ritual,2021-03-03,Orb of Transmutation,Chaos Orb,0.04167,High,48
Ritual,2021-03-04,Orb of Transmutation,Chaos Orb,0.04167,High,49
Ritual,2021-03-05,Orb of Transmutation,Chaos Orb,0.04167,High,50
Ritual,2021-03-06,Orb of Transmutation,Chaos Orb,0.04167,High,51
Ritual,2021-03-07,Orb of Transmutation,Chaos Orb,0.04167,High,52
Ritual,2021-03-08,Orb of Transmutation,Chaos Orb,0.04167,High,53
Ritual,2021-03-09,Orb of Transmutation,Chaos Orb,0.04167,High,54
Ritual,2021-03-10,Orb of Transmutation,Chaos Orb,0.04167,High,55
Ritual,2021-03-11,Orb of Transmutation,Chaos Orb,0.04167,High,56
Ritual,2021-03-12,Orb of Transmutation,Chaos Orb,0.04167,High,57
Ritual,2021-03-13,Orb of Transmutation,Chaos Orb,0.04167,High,58
Ritual,2021-03-14,Orb of Transmutation,Chaos Orb,0.04167,High,59
Ritual,2021-03-15,Orb of Transmutation,Chaos Orb,0.04167,High,60
Ritual,2021-03-16,Orb of Transmutation,Chaos Orb,0.04141,High,61
Ritual,2021-03-17,Orb of Transmutation,Chaos Orb,0.04167,High,62
Ritual,2021-03-18,Orb of Transmutation,Chaos Orb,0.04167,High,63
Ritual,2021-03-19,Orb of Transmutation,Chaos Orb,0.04167,High,64
Ritual,2021-03-20,Orb of Transmutation,Chaos Orb,0.04167,High,65
Ritual,2021-03-21,Orb of Transmutation,Chaos Orb,0.04084,High,66
Ritual,2021-03-22,Orb of Transmutation,Chaos Orb,0.04165,High,67
Ritual,2021-03-23,Orb of Transmutation,Chaos Orb,0.04,High,68
Ritual,2021-03-24,Orb of Transmutation,Chaos Orb,0.04123,High,69
Ritual,2021-03-25,Orb of Transmutation,Chaos Orb,0.04167,High,70
Ritual,2021-03-26,Orb of Transmutation,Chaos Orb,0.04063,High,71
Ritual,2021-03-27,Orb of Transmutation,Chaos Orb,0.04167,High,72
Ritual,2021-03-28,Orb of Transmutation,Chaos Orb,0.0415,High,73
Ritual,2021-03-29,Orb of Transmutation,Chaos Orb,0.04,High,74
Ritual,2021-03-30,Orb of Transmutation,Chaos Orb,0.04101,High,75
Ritual,2021-03-31,Orb of Transmutation,Chaos Orb,0.04167,High,76
Ritual,2021-04-01,Orb of Transmutation,Chaos Orb,0.04124,High,77
Ritual,2021-04-02,Orb of Transmutation,Chaos Orb,0.04087,High,78
Ritual,2021-04-03,Orb of Transmutation,Chaos Orb,0.04,High,79
Ritual,2021-04-04,Orb of Transmutation,Chaos Orb,0.04,High,80
Ritual,2021-04-05,Orb of Transmutation,Chaos Orb,0.0399,High,81
Ritual,2021-04-06,Orb of Transmutation,Chaos Orb,0.04127,High,82
Ritual,2021-04-07,Orb of Transmutation,Chaos Orb,0.04167,High,83
Ritual,2021-04-08,Orb of Transmutation,Chaos Orb,0.04167,High,84
Ritual,2021-04-09,Orb of Transmutation,Chaos Orb,0.03913,High,85
Ritual,2021-04-10,Orb of Transmutation,Chaos Orb,0.04116,High,86
Ritual,2021-04-11,Orb of Transmutation,Chaos Orb,0.03999,High,87
Ritual,2021-04-12,Orb of Transmutation,Chaos Orb,0.04,High,88
Ritual,2021-01-15,Orb of Augmentation,Chaos Orb,0.29204,High,1
