League;Date;Get;Pay;Value;Confidence
Ritual;2021-01-20;Armourer's Scrap;Chaos Orb;0.05;High
Ritual;2021-01-21;Armourer's Scrap;Chaos Orb;0.05;High
Ritual;2021-01-22;Armourer's Scrap;Chaos Orb;0.04806;High
Ritual;2021-01-23;Armourer's Scrap;Chaos Orb;0.0469;High
Ritual;2021-01-24;Armourer's Scrap;Chaos Orb;0.04876;High
Ritual;2021-01-25;Armourer's Scrap;Chaos Orb;0.04782;High
Ritual;2021-01-26;Armourer's Scrap;Chaos Orb;0.04628;High
Ritual;2021-01-27;Armourer's Scrap;Chaos Orb;0.04545;High
Ritual;2021-01-28;Armourer's Scrap;Chaos Orb;0.04546;High
Ritual;2021-01-29;Armourer's Scrap;Chaos Orb;0.04545;High
Ritual;2021-01-30;Armourer's Scrap;Chaos Orb;0.04545;High
Ritual;2021-01-31;Armourer's Scrap;Chaos Orb;0.04545;High
Ritual;2021-02-01;Armourer's Scrap;Chaos Orb;0.04445;High
Ritual;2021-02-02;Armourer's Scrap;Chaos Orb;0.04346;High
Ritual;2021-02-03;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-04;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-05;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-06;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-07;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-08;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-09;Armourer's Scrap;Chaos Orb;0.04348;High
Ritual;2021-02-10;Armourer's Scrap;Chaos Orb;0.04348;High
Ritual;2021-02-11;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-12;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-13;Armourer's Scrap;Chaos Orb;0.04162;High
Ritual;2021-02-14;Armourer's Scrap;Chaos Orb;0.04132;High
Ritual;2021-02-15;Armourer's Scrap;Chaos Orb;0.04079;High
Ritual;2021-02-16;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-17;Armourer's Scrap;Chaos Orb;0.04165;High
Ritual;2021-02-18;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-19;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-20;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-21;Armourer's Scrap;Chaos Orb;0.04132;High
Ritual;2021-02-22;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-23;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-24;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-25;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-02-26;Armourer's Scrap;Chaos Orb;0.04156;High
Ritual;2021-02-27;Armourer's Scrap;Chaos Orb;0.04135;High
Ritual;2021-02-28;Armourer's Scrap;Chaos Orb;0.04142;High
Ritual;2021-03-01;Armourer's Scrap;Chaos Orb;0.04156;High
Ritual;2021-03-02;Armourer's Scrap;Chaos Orb;0.04149;High
Ritual;2021-03-03;Armourer's Scrap;Chaos Orb;0.04069;High
Ritual;2021-03-04;Armourer's Scrap;Chaos Orb;0.04109;High
Ritual;2021-03-05;Armourer's Scrap;Chaos Orb;0.04138;High
Ritual;2021-03-06;Armourer's Scrap;Chaos Orb;0.0416;High
Ritual;2021-03-07;Armourer's Scrap;Chaos Orb;0.04017;High
Ritual;2021-03-08;Armourer's Scrap;Chaos Orb;0.0401;High
Ritual;2021-03-09;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-10;Armourer's Scrap;Chaos Orb;0.04132;High
Ritual;2021-03-11;Armourer's Scrap;Chaos Orb;0.04114;High
Ritual;2021-03-12;Armourer's Scrap;Chaos Orb;0.04132;High
Ritual;2021-03-13;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-14;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-03-15;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-16;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-17;Armourer's Scrap;Chaos Orb;0.04121;High
Ritual;2021-03-18;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-03-19;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-03-20;Armourer's Scrap;Chaos Orb;0.04167;High
Ritual;2021-03-21;Armourer's Scrap;Chaos Orb;0.04022;High
Ritual;2021-03-22;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-23;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-24;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-25;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-26;Armourer's Scrap;Chaos Orb;0.03998;High
Ritual;2021-03-27;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-28;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-03-29;Armourer's Scrap;Chaos Orb;0.03858;High
Ritual;2021-03-30;Armourer's Scrap;Chaos Orb;0.03882;High
Ritual;2021-03-31;Armourer's Scrap;Chaos Orb;0.03928;High
Ritual;2021-04-01;Armourer's Scrap;Chaos Orb;0.04;High
Ritual;2021-04-02;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-03;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-04;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-05;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-06;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-07;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-08;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-09;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-10;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-11;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-04-12;Armourer's Scrap;Chaos Orb;0.03846;High
Ritual;2021-01-15;Blacksmith's Whetstone;Chaos Orb;0.33333;High
Ritual;2021-01-16;Blacksmith's Whetstone;Chaos Orb;0.05246;High
Ritual;2021-01-17;Blacksmith's Whetstone;Chaos Orb;0.04762;High
Ritual;2021-01-18;Blacksmith's Whetstone;Chaos Orb;0.04545;High
Ritual;2021-01-19;Blacksmith's Whetstone;Chaos Orb;0.04545;High
Ritual;2021-01-20;Blacksmith's Whetstone;Chaos Orb;0.04925;High
Ritual;2021-01-21;Blacksmith's Whetstone;Chaos Orb;0.05431;High
Ritual;2021-01-22;Blacksmith's Whetstone;Chaos Orb;0.0518;High
Ritual;2021-01-23;Blacksmith's Whetstone;Chaos Orb;0.05009;High
Ritual;2021-01-24;Blacksmith's Whetstone;Chaos Orb;0.05;High
Ritual;2021-01-25;Blacksmith's Whetstone;Chaos Orb;0.04828;High
Ritual;2021-01-26;Blacksmith's Whetstone;Chaos Orb;0.04762;High
Ritual;2021-01-27;Blacksmith's Whetstone;Chaos Orb;0.04615;High
Ritual;2021-01-28;Blacksmith's Whetstone;Chaos Orb;0.04678;High
Ritual;2021-01-29;Blacksmith's Whetstone;Chaos Orb;0.04545;High
Ritual;2021-01-30;Blacksmith's Whetstone;Chaos Orb;0.04545;High
Ritual;2021-01-31;Blacksmith's Whetstone;Chaos Orb;0.04348;High
Ritual;2021-02-01;Blacksmith's Whetstone;Chaos Orb;0.04348;High
Ritual;2021-02-02;Blacksmith's Whetstone;Chaos Orb;0.04348;High
Ritual;2021-02-03;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-04;Blacksmith's Whetstone;Chaos Orb;0.0427;High
Ritual;2021-02-05;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-06;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-07;Blacksmith's Whetstone;Chaos Orb;0.04333;High
Ritual;2021-02-08;Blacksmith's Whetstone;Chaos Orb;0.04348;High
Ritual;2021-02-09;Blacksmith's Whetstone;Chaos Orb;0.04348;High
Ritual;2021-02-10;Blacksmith's Whetstone;Chaos Orb;0.04348;High
Ritual;2021-02-11;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-12;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-13;Blacksmith's Whetstone;Chaos Orb;0.04348;High
Ritual;2021-02-14;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-15;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-16;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-17;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-18;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-19;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-20;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-21;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-22;Blacksmith's Whetstone;Chaos Orb;0.04162;High
Ritual;2021-02-23;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-24;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-25;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-26;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-02-27;Blacksmith's Whetstone;Chaos Orb;0.04163;High
Ritual;2021-02-28;Blacksmith's Whetstone;Chaos Orb;0.04117;High
Ritual;2021-03-01;Blacksmith's Whetstone;Chaos Orb;0.0402;High
Ritual;2021-03-02;Blacksmith's Whetstone;Chaos Orb;0.04123;High
Ritual;2021-03-03;Blacksmith's Whetstone;Chaos Orb;0.04152;High
Ritual;2021-03-04;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-03-05;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-03-06;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-03-07;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-03-08;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-03-09;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-03-10;Blacksmith's Whetstone;Chaos Orb;0.04167;High
Ritual;2021-03-11;Blacksmith's Whetstone;Chaos Orb;0.04165;High
Ritual;2021-03-12;Blacksmith's Whetstone;Chaos Orb;0.04163;High
Ritual;2021-03-13;Blacksmith's Whetstone;Chaos Orb;0.04155;High
Ritual;2021-03-14;Blacksmith's Whetstone;Chaos Orb;0.04097;High
Ritual;2021-03-15;Blacksmith's Whetstone;Chaos Orb;0.04139;High
Ritual;2021-03-16;Blacksmith's Whetstone;Chaos Orb;0.04149;High
Ritual;2021-03-17;Blacksmith's Whetstone;Chaos Orb;0.04158;High
Ritual;2021-03-18;Blacksmith's Whetstone;Chaos Orb;0.04;High
Ritual;2021-03-19;Blacksmith's Whetstone;Chaos Orb;0.04149;High
Ritual;2021-03-20;Blacksmith's Whetstone;Chaos Orb;0.04166;High
Ritual;2021-03-21;Blacksmith's Whetstone;Chaos Orb;0.04;High
Ritual;2021-03-22;Blacksmith's Whetstone;Chaos Orb;0.04;High
Ritual;2021-03-23;Blacksmith's Whetstone;Chaos Orb;0.04;High
Ritual;2021-03-24;Blacksmith's Whetstone;Chaos Orb;0.04113;High
Ritual;2021-03-25;Blacksmith's Whetstone;Chaos Orb;0.04105;High
Ritual;2021-03-26;Blacksmith's Whetstone;Chaos Orb;0.04;High
Ritual;2021-03-27;Blacksmith's Whetstone;Chaos Orb;0.04;High
Ritual;2021-03-28;Blacksmith's Whetstone;Chaos Orb;0.03941;High
Ritual;2021-03-29;Blacksmith's Whetstone;Chaos Orb;0.03846;High
Ritual;2021-03-30;Blacksmith's Whetstone;Chaos Orb;0.03846;High
Ritual;2021-03-31;Blacksmith's Whetstone;Chaos Orb;0.03945;High
Ritual;2021-04-01;Blacksmith's Whetstone;Chaos Orb;0.03997;High
Ritual;2021-04-02;Blacksmith's Whetstone;Chaos Orb;0.03871;High
Ritual;2021-04-03;Blacksmith's Whetstone;Chaos Orb;0.03846;High
Ritual;2021-04-04;Blacksmith's Whetstone;Chaos Orb;0.03846;High
Ritual;2021-04-05;Blacksmith's Whetstone;Chaos Orb;0.03846;High
Ritual;2021-04-06;Blacksmith's Whetstone;Chaos Orb;0.03846;High
Ritual;2021-04-07;Blacksmith's Whetstone;Chaos Orb;0.03793;High
Ritual;2021-04-08;Blacksmith's Whetstone;Chaos Orb;0.03812;High
Ritual;2021-04-09;Blacksmith's Whetstone;Chaos Orb;0.03549;High
Ritual;2021-04-10;Blacksmith's Whetstone;Chaos Orb;0.03791;High
Ritual;2021-04-11;Blacksmith's Whetstone;Chaos Orb;0.0372;High
Ritual;2021-04-12;Blacksmith's Whetstone;Chaos Orb;0.03764;High
Ritual;2021-01-15;Orb of Transmutation;Chaos Orb;0.15295;High
Ritual;2021-01-16;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-01-17;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-01-18;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-01-19;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-01-20;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-01-21;Orb of Transmutation;Chaos Orb;0.05;High
Ritual;2021-01-22;Orb of Transmutation;Chaos Orb;0.05004;High
Ritual;2021-01-23;Orb of Transmutation;Chaos Orb;0.05006;High
Ritual;2021-01-24;Orb of Transmutation;Chaos Orb;0.0505;High
Ritual;2021-01-25;Orb of Transmutation;Chaos Orb;0.05;High
Ritual;2021-01-26;Orb of Transmutation;Chaos Orb;0.04762;High
Ritual;2021-01-27;Orb of Transmutation;Chaos Orb;0.04762;High
Ritual;2021-01-28;Orb of Transmutation;Chaos Orb;0.04762;High
Ritual;2021-01-29;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-01-30;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-01-31;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-02-01;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-02-02;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-02-03;Orb of Transmutation;Chaos Orb;0.04481;High
Ritual;2021-02-04;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-02-05;Orb of Transmutation;Chaos Orb;0.04404;High
Ritual;2021-02-06;Orb of Transmutation;Chaos Orb;0.04348;High
Ritual;2021-02-07;Orb of Transmutation;Chaos Orb;0.04458;High
Ritual;2021-02-08;Orb of Transmutation;Chaos Orb;0.04348;High
Ritual;2021-02-09;Orb of Transmutation;Chaos Orb;0.0435;High
Ritual;2021-02-10;Orb of Transmutation;Chaos Orb;0.0443;High
Ritual;2021-02-11;Orb of Transmutation;Chaos Orb;0.04545;High
Ritual;2021-02-12;Orb of Transmutation;Chaos Orb;0.04524;High
Ritual;2021-02-13;Orb of Transmutation;Chaos Orb;0.04457;High
Ritual;2021-02-14;Orb of Transmutation;Chaos Orb;0.04342;High
Ritual;2021-02-15;Orb of Transmutation;Chaos Orb;0.04238;High
Ritual;2021-02-16;Orb of Transmutation;Chaos Orb;0.04203;High
Ritual;2021-02-17;Orb of Transmutation;Chaos Orb;0.04331;High
Ritual;2021-02-18;Orb of Transmutation;Chaos Orb;0.04348;High
Ritual;2021-02-19;Orb of Transmutation;Chaos Orb;0.04233;High
Ritual;2021-02-20;Orb of Transmutation;Chaos Orb;0.04309;High
Ritual;2021-02-21;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-02-22;Orb of Transmutation;Chaos Orb;0.04286;High
Ritual;2021-02-23;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-02-24;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-02-25;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-02-26;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-02-27;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-02-28;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-01;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-02;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-03;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-04;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-05;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-06;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-07;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-08;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-09;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-10;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-11;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-12;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-13;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-14;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-15;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-16;Orb of Transmutation;Chaos Orb;0.04141;High
Ritual;2021-03-17;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-18;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-19;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-20;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-21;Orb of Transmutation;Chaos Orb;0.04084;High
Ritual;2021-03-22;Orb of Transmutation;Chaos Orb;0.04165;High
Ritual;2021-03-23;Orb of Transmutation;Chaos Orb;0.04;High
Ritual;2021-03-24;Orb of Transmutation;Chaos Orb;0.04123;High
Ritual;2021-03-25;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-26;Orb of Transmutation;Chaos Orb;0.04063;High
Ritual;2021-03-27;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-03-28;Orb of Transmutation;Chaos Orb;0.0415;High
Ritual;2021-03-29;Orb of Transmutation;Chaos Orb;0.04;High
Ritual;2021-03-30;Orb of Transmutation;Chaos Orb;0.04101;High
Ritual;2021-03-31;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-04-01;Orb of Transmutation;Chaos Orb;0.04124;High
Ritual;2021-04-02;Orb of Transmutation;Chaos Orb;0.04087;High
Ritual;2021-04-03;Orb of Transmutation;Chaos Orb;0.04;High
Ritual;2021-04-04;Orb of Transmutation;Chaos Orb;0.04;High
Ritual;2021-04-05;Orb of Transmutation;Chaos Orb;0.0399;High
Ritual;2021-04-06;Orb of Transmutation;Chaos Orb;0.04127;High
Ritual;2021-04-07;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-04-08;Orb of Transmutation;Chaos Orb;0.04167;High
Ritual;2021-04-09;Orb of Transmutation;Chaos Orb;0.03913;High
Ritual;2021-04-10;Orb of Transmutation;Chaos Orb;0.04116;High
Ritual;2021-04-11;Orb of Transmutation;Chaos Orb;0.03999;High
Ritual;2021-04-12;Orb of Transmutation;Chaos Orb;0.04;High
Ritual;2021-01-15;Orb of Augmentation;Chaos Orb;0.29204;High
Ritual;2021-01-16;Orb of Augmentation;Chaos Orb;0.06212;High
Ritual;2021-01-17;Orb of Augmentation;Chaos Orb;0.05556;High
Ritual;2021-01-18;Orb of Augmentation;Chaos Orb;0.05882;High
Ritual;2021-01-19;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-20;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-21;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-22;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-23;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-24;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-25;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-26;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-27;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-28;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-29;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-30;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-01-31;Orb of Augmentation;Chaos Orb;0.06667;High
Ritual;2021-02-01;Orb of Augmentation;Chaos Orb;0.07143;High
Ritual;2021-02-02;Orb of Augmentation;Chaos Orb;0.07143;High
Ritual;2021-02-03;Orb of Augmentation;Chaos Orb;0.08333;High
Ritual;2021-02-04;Orb of Augmentation;Chaos Orb;0.09583;High
